V1	V2	V3	V4
boot1	0.0448438317920084	7.79882773554174e-05	7.8339170611357e-05	7.64441217741838e-05
boot2	0.0640712290502793	7.8131274277322e-05	7.88479506725758e-05	7.78561587419762e-05
boot3	0.085764192139738	7.96594963989058e-05	8.09442993077935e-05	7.94392773613166e-05
boot4	0.0632093591758338	7.80863742998458e-05	7.87840210760672e-05	7.85514260114087e-05
boot5	0.0540304248994579	7.77909203703171e-05	7.83013744383038e-05	7.75431805947544e-05
boot6	0.0796397669079993	7.92365642682785e-05	8.03565523440618e-05	7.91654558370974e-05
boot7	0.0597379912663755	7.91920705398265e-05	7.98154116054232e-05	7.75362975184672e-05
boot8	0.0665719865080774	7.77807095540683e-05	7.85674713839337e-05	7.88159398612752e-05
boot9	0.0300017442874586	7.88881522897297e-05	7.90451564167644e-05	7.85097481433725e-05
boot10	0.0625874125874126	7.54802712325085e-05	7.61650936476111e-05	7.68276450675345e-05
boot11	0.0514654570830426	7.71192860711849e-05	7.75813749184924e-05	7.81171962074398e-05
boot12	0.0399790502793296	7.74107295354376e-05	7.7689766627134e-05	7.68991500052215e-05
boot13	0.0481111903064861	7.80138292720558e-05	7.84262823427448e-05	7.92275954895444e-05
boot14	0.0647208121827411	8.01247011808078e-05	8.0884089057819e-05	7.93631742501529e-05
boot15	0.062599188855581	7.70136420294944e-05	7.7704641579023e-05	7.89201044406842e-05
boot16	0.0476356656778922	7.99527037006424e-05	8.03486479764365e-05	7.75582313701368e-05
boot17	0.0716032134125044	7.75501506295003e-05	7.84455436038273e-05	7.75998899489189e-05
boot18	0.044987601842012	7.78162486807901e-05	7.81747120742537e-05	7.9317898930307e-05
boot19	0.0578483245149912	7.71729592477218e-05	7.77631583040166e-05	7.73938998782358e-05
boot20	0.0801368629569602	8.07288401606117e-05	8.18853171648586e-05	8.07440243050937e-05
boot21	0.0708355414237767	7.83412218568225e-05	7.92275800848387e-05	7.78470581691486e-05
boot22	0.072078501338091	7.76953890716413e-05	7.86222954686342e-05	8.01555959155861e-05
boot23	0.0581659388646288	7.73022861458196e-05	7.78932514635495e-05	7.70739451922222e-05
boot24	0.0410265363128492	7.77007012245565e-05	7.79945519022502e-05	7.80085088117584e-05
boot25	0.0529442600034947	7.7763226667889e-05	7.82530212978589e-05	7.82861565509032e-05
boot26	0.0814463752852378	7.72191160561627e-05	7.83835029347135e-05	7.90431865976617e-05
boot27	0.0584495850256048	7.98780048262116e-05	8.04812811796753e-05	7.858848310573e-05
boot28	0.0800419433764418	7.93903131573456e-05	8.05099763344651e-05	7.85175092249747e-05
boot29	0.0588863191602918	7.68937914048948e-05	7.75106920603383e-05	7.82868728039627e-05
boot30	0.0753926701570681	7.88060258610158e-05	7.97980074863932e-05	7.849408616587e-05
boot31	0.0769230769230769	8.00013277330245e-05	8.10500976308114e-05	7.96290053991184e-05
boot32	0.0746828658209755	7.97021631840034e-05	8.0698684614633e-05	7.99717402423362e-05
boot33	0.0525122121423587	7.53958818425966e-05	7.58769586786197e-05	7.69247547639748e-05
boot34	0.0682611731843575	7.78516039899598e-05	7.8665079507506e-05	7.81195255711863e-05
boot35	0.0495810055865922	7.89978743791344e-05	7.94270426952966e-05	7.80685772644607e-05
boot36	0.0511879804332635	7.95991915601068e-05	8.00569500053961e-05	7.79486185510303e-05
boot37	0.0617501764290755	7.85149054009529e-05	7.9187644336913e-05	7.78399587829336e-05
boot38	0.0508030726256983	7.602004029828e-05	7.6470625526669e-05	7.64551681030619e-05
boot39	0.0586690017513135	7.96018256726396e-05	8.0204636840152e-05	7.92168644718976e-05
boot40	0.0719524973803702	7.84563884586502e-05	7.93605382803883e-05	7.78128880111282e-05
boot41	0.0562347188264059	7.87472606748433e-05	7.92995386352842e-05	7.77515581199539e-05
boot42	0.0647130647130647	7.65195892180658e-05	7.72500585612644e-05	7.76492292418659e-05
boot43	0.0551965065502183	7.65373018494729e-05	7.70694685456036e-05	7.77819481723232e-05
boot44	0.0536057272568535	7.70322059788763e-05	7.75339650141017e-05	7.80232025663316e-05
boot45	0.0832751396648045	7.9161201614115e-05	8.0371877048157e-05	7.87501884543546e-05
boot46	0.0566037735849057	7.81237525203897e-05	7.86834987090779e-05	7.75683146966655e-05
boot47	0.064795197740113	8.06467550790782e-05	8.13880011331354e-05	7.91779443977348e-05
boot48	0.0893698725781114	7.69692782605129e-05	7.8363408846065e-05	7.90284373855781e-05
boot49	0.0605253816116436	7.83304231431242e-05	7.89806400084481e-05	7.79749877338359e-05
boot50	0.072812991094814	7.78277886399559e-05	7.87535319038241e-05	7.79868625820936e-05
boot51	0.0579787234042553	7.87196619085688e-05	7.93156782858005e-05	7.92744478137828e-05
boot52	0.0625	7.78867195248959e-05	7.85744395953184e-05	7.91071695809154e-05
boot53	0.07298760258425	7.93782910849381e-05	8.03084796882202e-05	7.87537288829358e-05
