V1	V2	V3	V4
boot1	0.0448125544899738	7.78797704635975e-05	7.82299300172012e-05	7.64058547529315e-05
boot2	0.0641673931996513	7.79680406352504e-05	7.8685992570741e-05	7.77429596498033e-05
boot3	0.0861377506538797	7.95813330914271e-05	8.08750928277323e-05	7.93291401745786e-05
boot4	0.0631211857018309	7.79304529165105e-05	7.8625184230269e-05	7.84284981420815e-05
boot5	0.0538796861377507	7.76629280275047e-05	7.81691216767292e-05	7.73414761603575e-05
boot6	0.0784655623365301	7.82813281742086e-05	7.93548843159328e-05	7.83894790151527e-05
boot7	0.0598081952920663	7.90048042850063e-05	7.96285218480567e-05	7.73632123587825e-05
boot8	0.0662598081952921	7.62178207320196e-05	7.69833590375256e-05	7.7442321518026e-05
boot9	0.0301656495204882	7.8861769496346e-05	7.90204384433369e-05	7.8477961247278e-05
boot10	0.0629468177855275	7.52891230990188e-05	7.59800214197379e-05	7.66968865453073e-05
boot11	0.0516129032258065	7.70661368429423e-05	7.75306341017734e-05	7.80842921862416e-05
boot12	0.040104620749782	7.73109924674444e-05	7.75914424422454e-05	7.67877226486767e-05
boot13	0.0467306015693112	7.64809665722696e-05	7.68617423565816e-05	7.75348222961041e-05
boot14	0.0634699215344377	7.68282049928654e-05	7.75306341017734e-05	7.62403203481454e-05
boot15	0.0613775065387969	7.62048638371535e-05	7.68617423565816e-05	7.80268450042578e-05
boot16	0.0472537053182214	7.9908065264338e-05	8.02974135932485e-05	7.7520518817238e-05
boot17	0.0718395815170009	7.74212427070656e-05	7.83211425279091e-05	7.74942975398209e-05
boot18	0.0425457715780296	7.67893449112908e-05	7.71049757184695e-05	7.81004511942415e-05
boot19	0.0573670444638187	7.6379113927357e-05	7.69529548672896e-05	7.65050142298442e-05
boot20	0.0789886660854403	7.82973705489487e-05	7.93852884861688e-05	7.82602069511537e-05
boot21	0.0707933740191805	7.73256458460899e-05	7.81995258469652e-05	7.68219916210229e-05
boot22	0.0711421098517873	7.6161656515894e-05	7.70441673779976e-05	7.84662767152466e-05
boot23	0.0573670444638187	7.71696223534927e-05	7.77434632934253e-05	7.69822669260925e-05
boot24	0.0413251961639058	7.76281076979301e-05	7.79258883148413e-05	7.79235821572035e-05
boot25	0.05231037489102	7.75399647625607e-05	7.80171008255492e-05	7.81553748566033e-05
boot26	0.0807323452484743	7.67286001889606e-05	7.78650799743693e-05	7.85533487452302e-05
boot27	0.0563208369659983	7.88929954009127e-05	7.94460968266407e-05	7.75784007231903e-05
boot28	0.0803836094158675	7.91707310016665e-05	8.02974135932485e-05	7.83722703078142e-05
boot29	0.0573670444638187	7.56494138416932e-05	7.62232547816258e-05	7.68175383511017e-05
