estimate0.01 std0.01 lowerCI0.01 upperCI0.01 estimate0.02 std0.02 lowerCI0.02 upperCI0.02 estimate0.03 std0.03 lowerCI0.03 upperCI0.03 estimate0.04 std0.04 lowerCI0.04 upperCI0.04 estimate0.05 std0.05 lowerCI0.05 upperCI0.05 estimate0.06 std0.06 lowerCI0.06 upperCI0.06 estimate0.07 std0.07 lowerCI0.07 upperCI0.07 estimate0.08 std0.08 lowerCI0.08 upperCI0.08 estimate0.09 std0.09 lowerCI0.09 upperCI0.09 estimate0.1 std0.1 lowerCI0.1 upperCI0.1
0.610464529926528 0.150270592163537 0.314968578843358 0.905960481009699 0.612962569562001 0.143915056215101 0.330092044695131 0.89583309442887 0.611342421028221 0.142287402705854 0.331740890563047 0.890943951493395 0.612681728741188 0.140409725916962 0.336837838530654 0.888525618951723 0.610856780401896 0.142696014933266 0.33053715263471 0.891176408169082 0.608160524377659 0.1429183601308 0.327441769035531 0.888879279719787 0.60422262737954 0.144349127096987 0.320711360961891 0.887733893797189 0.60485348947843 0.142823380738142 0.324389321322002 0.885317657634859 0.60551079313141 0.14623470550447 0.318340133697098 0.892681452565721 0.608401037697226 0.148143010276337 0.317490500544868 0.899311574849584
0.693749187877505 0.227709403019259 0.245366576777151 1.14213179897786 0.695154548617803 0.205665023540904 0.290368684732057 1.09994041250355 0.699155044625798 0.191427988439542 0.322549728859053 1.07576036039254 0.695995238218728 0.184154870184843 0.333813474802921 1.05817700163454 0.689949846141627 0.17889829491181 0.338210336662642 1.04168935562061 0.687639885398914 0.174483103215967 0.34468185351863 1.0305979172792 0.685360798008344 0.172078675570096 0.347202854069197 1.02351874194749 0.68628059851013 0.172233268340941 0.347865960717577 1.02469523630268 0.690719771833437 0.172291610047816 0.352241062810996 1.02919848085588 0.69423803032164 0.174073047382932 0.352291805819353 1.03618425482393
0.615989063048879 0.219281002823905 0.184196954865318 1.04778117123244 0.629146824680625 0.178924498561178 0.277113812317548 0.981179837043703 0.630841003453595 0.164561125141808 0.307245523218174 0.954436483689015 0.626035352705851 0.158692194404099 0.314091623942245 0.937979081469458 0.621886966519418 0.155903190147576 0.315504803592168 0.928269129446669 0.616692046700852 0.156163040642665 0.309840579879253 0.923543513522452 0.611239547418772 0.156678364533 0.303412358873951 0.919066735963593 0.60602107633497 0.158473312660065 0.294692840152445 0.917349312517496 0.598285004541612 0.160845788737788 0.282314055784383 0.914255953298841 0.591581405326891 0.162428011072843 0.27252871149459 0.910634099159192
0.436712663010529 0.171401121427919 0.0995083717723479 0.77391695424871 0.438995121565849 0.159489848643523 0.125429419626373 0.752560823505325 0.440067952075088 0.153182162522306 0.139057309515764 0.741078594634411 0.434194533673653 0.153644062283683 0.132343129469563 0.736045937877742 0.423403112276666 0.154115076747415 0.120681998952495 0.726124225600838 0.413845382773788 0.156971512776283 0.105536619821785 0.722154145725791 0.40637993495615 0.15920342416269 0.0937203294035605 0.71903954050874 0.397025571706582 0.162349228342941 0.0782070728070262 0.715844070606138 0.384333008939688 0.163017864883214 0.0642485624383223 0.704417455441054 0.374719522879911 0.166171089405368 0.0484611282758565 0.700977917483965
0.726589275457958 0.212497613874262 0.308216543884568 1.14496200703135 0.728239486627191 0.188736862954159 0.356879241990186 1.0995997312642 0.7302703056036 0.182300919704734 0.371696088827163 1.08884452238004 0.734402228976515 0.177591786716783 0.385192745636392 1.08361171231664 0.743017010974396 0.1772935441519 0.394454130223634 1.09157989172516 0.75301039273868 0.178480297821428 0.402159128417273 1.10386165706009 0.760878211821056 0.179248856454868 0.408559852824565 1.11319657081755 0.770147072678626 0.180471892586684 0.415464401741406 1.12482974361585 0.775478583135757 0.182669101275111 0.416504723985069 1.13445244228644 0.779715345646642 0.187625547091443 0.411000366625114 1.14843032466817
0.653094156408831 0.28324076617329 0.0950753639180861 1.21111294889958 0.660264986758707 0.245346193625759 0.177095770792345 1.14343420272507 0.66998071645083 0.219946229638005 0.237010172712614 1.10295126018905 0.674517501501268 0.202718162594584 0.275617135786739 1.0734178672158 0.674917135211024 0.196012771959309 0.289308306358741 1.06052596406331 0.677606121014557 0.187968631769639 0.307927963966666 1.04728427806245 0.677154629610691 0.182928796651587 0.317473632594168 1.03683562662721 0.679215396922962 0.179169255893543 0.327005205412081 1.03142558843384 0.677348431542745 0.174823087210398 0.333764166127621 1.02093269695787 0.679106595905857 0.173712739735475 0.337761513408278 1.02045167840344
0.643882817832531 0.168381396878017 0.312552178426178 0.975213457238883 0.655336999873644 0.158223953443984 0.344126489047949 0.966547510699339 0.66490635523186 0.152965036632084 0.364141869929561 0.965670840534159 0.670958233341469 0.148469412527829 0.379129777570982 0.962786689111957 0.671261530123794 0.146255590823851 0.383856099669776 0.958666960577811 0.668501093655439 0.145959378932504 0.381728228951461 0.955273958359416 0.66357052238778 0.147787940574354 0.373226430098117 0.953914614677442 0.658349254893514 0.147546630795019 0.368522377351802 0.948176132435225 0.653092441472131 0.146673208686313 0.365029526294887 0.941155356649375 0.648720252488963 0.148295373728163 0.357489872458612 0.939950632519313
0.723161609857447 0.172171479194795 0.384486917296886 1.06183630241801 0.720061459722315 0.163389193834555 0.398831982279424 1.04129093716521 0.718169911337261 0.160620845519504 0.402483752943963 1.03385606973056 0.715997615571597 0.160827656587793 0.39996802855953 1.03202720258366 0.713731955289068 0.161818484004914 0.395802608345942 1.03166130223219 0.713688437273237 0.163346149537132 0.392793098881009 1.03458377566547 0.713396946911952 0.164816348315264 0.389641299310635 1.03715259451327 0.716662759080692 0.168304425800818 0.386057733907753 1.04726778425363 0.715576840740687 0.169645951397992 0.382364032598266 1.04878964888311 0.717155328668161 0.17332761672572 0.376710762928551 1.05759989440777
0.640855348815987 0.163684565728151 0.31883557647432 0.962875121157653 0.671298249739298 0.150168926687303 0.376070267800055 0.96652623167854 0.687630347422716 0.142959982702831 0.406720223131932 0.968540471713501 0.696633953141804 0.138921649487402 0.423767583353706 0.969500322929902 0.702028487994944 0.137165665539846 0.432686892279179 0.971370083710708 0.710270743246577 0.136593932392748 0.442108206800661 0.978433279692494 0.713341250859977 0.139181987897925 0.440113696951373 0.986568804768581 0.714117545807588 0.140370167269875 0.438589138832048 0.989645952783128 0.714588263740616 0.145317907336889 0.429332878923482 0.999843648557751 0.718772136467549 0.147498799784069 0.429256059658661 1.00828821327644
0.53044839658594 0.186722990182293 0.16294948090269 0.897947312269191 0.536226826802834 0.174365741948867 0.193187852474792 0.879265801130876 0.551077817872219 0.167393894688037 0.221860526021612 0.880295109722826 0.563857113834884 0.162475127184139 0.244408544585476 0.883305683084292 0.573232796845659 0.159556302179403 0.259601225923749 0.886864367767569 0.578100712299631 0.159022756082757 0.265575443401833 0.890625981197428 0.580756207940281 0.158076010278757 0.270150241679015 0.891362174201547 0.5826361620458 0.15666484612269 0.274863242827475 0.890409081264124 0.58581656458263 0.156509174462056 0.278391516299926 0.893241612865335 0.59142078651174 0.157491000724762 0.282092695130304 0.900748877893177
