estimate std lowerCI upperCI
-0.188791521946375 0.461788007921513 -1.09389601747254 0.71631297357979
-0.50982541191665 0.469438962953153 -1.42992577930483 0.410274955471531
-0.779871184561312 0.357412928809436 -1.48040052502781 -0.0793418440948181
-1.11358924821667 0.357421184127573 -1.81413476910672 -0.413043727326629
-0.820206470508289 0.246612914692872 -1.30356778330632 -0.336845157710261
-0.549919677098092 0.469200915560733 -1.46955347159713 0.369714117400945
0.137921704291911 0.607856940965761 -1.05347790000098 1.3293213085848
-1.29707561408139 0.205294747691755 -1.69945331955723 -0.894697908605554
-0.828354772372604 0.282173226703315 -1.3814142967111 -0.275295248034106
-0.4841037382951 0.267281841551588 -1.00797614773621 0.0397686711460125
-0.278383563363082 0.349657223637699 -0.963711721692971 0.406944594966808
-0.319213973332296 0.320491326949816 -0.947376974153936 0.308949027489344
2.45437858211867 1.89180145892475 -1.25355227737384 6.16230944161117
2.16557270706756 1.27510390009595 -0.333630937120498 4.66477635125561
-0.160208937605238 0.548422498402114 -1.23511703447338 0.914699159262905
0.32008637957604 0.435360010293053 -0.533219240598345 1.17339199975042
1.14341390880602 0.747067362956975 -0.32083812258965 2.60766594020169
0.303978622052534 0.769874217984288 -1.20497484519667 1.81293208930174
-1.30994814312325 0.236181676342224 -1.77286422875401 -0.847032057492492
-1.23771171256916 0.270652846898176 -1.76819129248959 -0.707232132648739
-0.235725198008283 0.888175924835829 -1.97655001068651 1.50509961466994
0.609707407584035 1.17635479131898 -1.69594798340116 2.91536279856923
-0.872979865548036 0.224654062036938 -1.31330182714044 -0.432657903955637
-1.50767826115385 0.237784565171753 -1.97373600889049 -1.04162051341722
0.00967355698745198 0.726069019242125 -1.41342172072711 1.43276883470202
-0.479683479268 0.343799491552943 -1.15353048271177 0.194163524175768
-0.32666483993137 0.547366648713516 -1.39950347140986 0.746173791547122
-0.545479884854126 0.279272057682643 -1.09285311791211 0.00189334820385445
0.695952002539674 0.969091899224881 -1.20346811994109 2.59537212502044
-1.00516711864447 0.409172986526302 -1.80714617223602 -0.203188065052915
-1.29584630279292 0.226707296426336 -1.74019260378854 -0.851500001797302
-0.402574048732659 0.466532623581175 -1.31697799095176 0.511829893486445
-0.133008796295358 0.331675136726658 -0.783092064279607 0.517074471688891
-0.328632439664333 0.317974410949552 -0.951862285125456 0.294597405796789
-0.8274101484368 0.266379330789022 -1.34951363678328 -0.305306660090317
-0.0338862874329486 0.784200103973547 -1.5709184912211 1.5031459163552
-0.460550101279103 0.343418019505491 -1.13364941950987 0.212549216951659
-0.970051018325431 0.262577753307157 -1.48470341480746 -0.455398621843404
0.324417992899973 0.439086781475132 -0.536192098791286 1.18502808459123
-0.757827673447668 0.433079763683575 -1.60666401026748 0.0910086633721388
1.22800414397489 0.925942185636102 -0.586842539871874 3.04285082782165
1.0248578483874 0.981966354368127 -0.899796206174125 2.94951190294893
-0.08341499463373 0.349654311108837 -0.768737444407051 0.601907455139591
-0.297844754918568 0.405157617695942 -1.09195368560261 0.496264175765478
0.205205325675527 0.591197341656854 -0.953541463971907 1.36395211532296
0.0240600600246164 0.619085126323198 -1.18934678756885 1.23746690761808
1.24077100858475 0.767291902292547 -0.263121119908638 2.74466313707815
0.59826812445925 0.675818066304427 -0.726335285497427 1.92287153441593
-0.312816663461942 0.458103564875385 -1.2106996506177 0.585066323693813
1.07894547189323 1.13616493539041 -1.14793780147197 3.30582874525843
-0.994313632683582 0.403093678680549 -1.78437724289746 -0.204250022469706
-0.875201314558581 0.459287499692293 -1.77540481395548 0.0250021848383138
0.0215841536391361 0.588083910557824 -1.1310603110542 1.17422861833247
-1.11271126663477 0.232258728541702 -1.5679383745765 -0.657484158693033
-0.273640521156107 0.454229965402943 -1.16393125334588 0.616650211033662
0.261853085299366 0.755229275361415 -1.21839629440901 1.74210246500774
-0.602601818496147 0.40792007369572 -1.40212516293976 0.196921525947463
-1.11802197760356 0.254203430584821 -1.61626070154981 -0.619783253657307
1.11879105927741 1.22307702369997 -1.27843990717453 3.51602202572935
-0.692889142325488 0.286290084644874 -1.25401770822944 -0.131760576421535
-0.125769491548392 0.426687086977674 -0.962076182024634 0.710537198927849
-0.827626833775297 0.412738930887291 -1.63659513831439 -0.0186585292362066
0.323773517330419 0.641734247690847 -0.93402560814364 1.58157264280448
-0.691786217981033 0.223063354847686 -1.1289903934825 -0.254582042479568
