estimate std lowerCI upperCI
0.59316864145576 0.128656283456572 0.341002325880878 0.845334957030642
0.730228001598326 0.164509179936345 0.407790008923089 1.05266599427356
0.590151334413222 0.139751962321545 0.316237488262994 0.86406518056345
0.381717297106389 0.171805918452499 0.0449776969394917 0.718456897273286
0.859427373421849 0.174384652114045 0.51763345527832 1.20122129156538
0.725679188576549 0.15726994572348 0.417430094958528 1.03392828219457
0.631401352457966 0.148677130411933 0.339994176850577 0.922808528065355
0.768423047443764 0.152992434219427 0.468557876373688 1.06828821851384
0.799327660619238 0.131527596675809 0.541533571134652 1.05712175010382
0.646929068769228 0.156461556047509 0.34026441891611 0.953593718622346
1.01461392239012 0.144384216237938 0.731620858563766 1.29760698621648
0.915765770159742 0.128274286410757 0.664348168794658 1.16718337152483
0.601593254953272 0.154098654889616 0.299559891369624 0.90362661853692
0.596785798223587 0.161986196903743 0.279292852292251 0.914278744154922
0.641006492071705 0.144635166178984 0.357521566360897 0.924491417782513
1.01400813540745 0.137169658896835 0.745155603969655 1.28286066684525
0.77235953137159 0.139318149152965 0.499295959031779 1.0454231037114
0.866855744723719 0.155480501745945 0.562113961301667 1.17159752814577
0.750479942154886 0.182898875752968 0.391998145679067 1.1089617386307
0.622189812451342 0.144784835602055 0.338411534671314 0.90596809023137
0.676806394048111 0.147821132164744 0.387076975005214 0.966535813091009
0.716870943061653 0.158650144742901 0.405916659365566 1.02782522675774
0.689391437456007 0.145509320980389 0.404193168334445 0.974589706577569
0.423935052795974 0.165421249794178 0.0997094031993858 0.748160702392562
0.721388792248536 0.130602416641529 0.46540805563114 0.977369528865933
0.592748206004283 0.137087123383562 0.324057444172502 0.861438967836063
0.88346760216771 0.176530706976692 0.537467416493394 1.22946778784203
0.853834644709332 0.15086056601123 0.55814793532732 1.14952135409134
0.557549618692883 0.146632002781642 0.270150893240866 0.844948344144901
0.486020377163925 0.148340973966742 0.195272068189111 0.776768686138739
0.70019235647767 0.14210550246591 0.421665571644487 0.978719141310853
0.814489930963607 0.12600549130681 0.567519168002259 1.06146069392495
0.791043889454926 0.15611364864093 0.485061138118703 1.09702664079115
0.833287998971144 0.150803846432578 0.537712459963291 1.128863537979
1.02388126355141 0.160588035831903 0.709128713320881 1.33863381378194
0.726339190395982 0.153063325995395 0.426335071445008 1.02634330934696
1.02685380290642 0.140956634444548 0.750578799395107 1.30312880641774
0.713364596109019 0.139321917762129 0.440293637295246 0.986435554922792
0.99193403980841 0.158137970356449 0.68198361790977 1.30188446170705
0.792738523210962 0.139300406987692 0.519709725515086 1.06576732090684
1.11841584852304 0.139467746831554 0.845059064733199 1.39177263231289
0.587978924036901 0.164795345648725 0.2649800465654 0.910977801508403
0.740204859849653 0.127119740728008 0.491050168022757 0.98935955167655
0.66630902708194 0.165895018929951 0.341154789979235 0.991463264184644
0.584104778707793 0.153202279170363 0.283828311533882 0.884381245881704
0.64056521445469 0.146173005596959 0.35406612348465 0.927064305424729
0.861522839648616 0.163752851044209 0.540567251601967 1.18247842769526
0.597177893294196 0.147783484298639 0.307522264068865 0.886833522519528
0.997855585789908 0.13004345072275 0.742970422373317 1.2527407492065
0.819588705277843 0.142048556558841 0.541173534422515 1.09800387613317
0.780508671716314 0.156998338013001 0.472791929210832 1.0882254142218
0.90420262489607 0.194673856856801 0.52264186545674 1.2857633843354
1.08596087753907 0.154532817888123 0.783076554478351 1.38884520059979
0.672994601635863 0.118934918491955 0.439882161391632 0.906107041880094
0.749221817682075 0.136691769783554 0.48130594890631 1.01713768645784
0.791056818932489 0.152126569202539 0.492888743295512 1.08922489456947
0.586223421626301 0.127084206526283 0.337138376834786 0.835308466417816
0.923460534022536 0.156601362628472 0.616521863270732 1.23039920477434
0.876054766835246 0.131164894788377 0.618971573050026 1.13313796062046
0.839571148843364 0.153575043056227 0.538564064453159 1.14057823323357
0.882658004198924 0.143200538338333 0.601984949055791 1.16333105934206
0.719083368834309 0.16039333381641 0.404712434554147 1.03345430311447
0.78021351348087 0.143381659474682 0.499185460910493 1.06124156605125
0.897879780279217 0.133016644226335 0.6371671575956 1.15859240296283
0.847657547031667 0.120162872595174 0.612138316745127 1.08317677731821
0.823173531878787 0.142761164042803 0.543361650354893 1.10298541340268
0.693518761046208 0.140479532712312 0.418178876930076 0.96885864516234
0.809687558432753 0.143242770702178 0.528931727856484 1.09044338900902
0.938074665047372 0.147249782342098 0.649465091656861 1.22668423843788
0.862663109399602 0.155058897268512 0.558747670753319 1.16657854804589
0.694194029289267 0.133033689167885 0.433447998520213 0.95494006005832
0.722241679611477 0.154313412156102 0.419787391785517 1.02469596743744
0.605561338308289 0.168995504002514 0.274330150463362 0.936792526153216
0.718009096755474 0.157459672537327 0.409388138582313 1.02663005492863
0.88337483679192 0.147872540962932 0.593544656504573 1.17320501707927
0.494467633774677 0.179900307403258 0.141863031264291 0.847072236285063
0.529897091967782 0.149066880873978 0.237726005454785 0.82206817848078
0.783031553008615 0.148817816406311 0.491348632852245 1.07471447316498
0.82606353898526 0.15569449714185 0.520902324587234 1.13122475338329
0.566321834753398 0.160437472294363 0.251864389056446 0.88077928045035
0.956569109926042 0.132683383638031 0.696509677995502 1.21662854185658
0.565514099118377 0.134324228795446 0.302238610679303 0.82878958755745
