estimate0 std0 lowerCI0 upperCI0 estimate0.005 std0.005 lowerCI0.005 upperCI0.005 estimate0.01 std0.01 lowerCI0.01 upperCI0.01 estimate0.015 std0.015 lowerCI0.015 upperCI0.015 estimate0.02 std0.02 lowerCI0.02 upperCI0.02 estimate0.025 std0.025 lowerCI0.025 upperCI0.025 estimate0.03 std0.03 lowerCI0.03 upperCI0.03
0.573545729296181 0.151572841990659 0.27565409390332 0.871437364689041 0.610832379771669 0.14656549122703 0.322948576325898 0.89871618321744 0.632725358609058 0.150462132516249 0.337217619479681 0.928233097738434 0.652723046128601 0.153314400156399 0.351653955050222 0.953792137206979 0.660957969872173 0.158366373096399 0.34996934353771 0.971946596206637 0.670725013997562 0.159041578026432 0.35846231810117 0.982987709893953 0.678792234078737 0.163911265702548 0.356973945271367 1.00061052288611
0.694017145785348 0.208709759309451 0.283411025262258 1.10462326630844 0.692740768664142 0.199579641011579 0.300270193351729 1.08521134397656 0.674793396671647 0.190173476439852 0.301081971483519 1.04850482185977 0.663821713919616 0.190512605794296 0.2895550404646 1.03808838737463 0.650988288271835 0.194291900964561 0.269353861508684 1.03262271503499 0.647053109276371 0.19910226521966 0.256009915334061 1.03809630321868 0.648221443709507 0.202561119965087 0.250447630078971 1.04599525734004
0.608265356644029 0.206463499077517 0.202063681005324 1.01446703228273 0.585393733614642 0.192322578517678 0.207208942965438 0.963578524263846 0.558555160937485 0.182730686945907 0.199425867595622 0.917684454279347 0.531513206573907 0.181521752820344 0.174886598024862 0.888139815122953 0.519692570431813 0.180893373236972 0.164411836907114 0.874973303956512 0.516465989428017 0.18294132381515 0.15721711490142 0.875714863954615 0.513353956054685 0.186598760554422 0.146974155464594 0.879733756644777
0.332545793344416 0.180648220867832 -0.0226344403435528 0.687726027032385 0.379062763953257 0.174119093749411 0.0369842510119071 0.721141276894606 0.383692184493831 0.173782242618502 0.042457275590204 0.724927093397458 0.388067623022911 0.181068181710947 0.0325987315630817 0.743536514482741 0.382670515492229 0.187766112542441 0.0141285836209281 0.751212447363531 0.369825935441155 0.194884152205067 -0.0126452105200389 0.75229708140235 0.362706277419002 0.198889388542408 -0.027566701517631 0.752979256355636
0.627723133354477 0.199194334171483 0.235919465993551 1.0195268007154 0.668269835738397 0.191792784421727 0.291208789604676 1.04533088187212 0.688505080299224 0.1904190748089 0.314288781914646 1.0627213786838 0.700798425572981 0.193271957301151 0.321027835824862 1.0805690153211 0.714112856731559 0.1991063195855 0.32291679328103 1.10530892018209 0.728329096461736 0.209457611419964 0.31678114015305 1.13987705277042 0.742339843118218 0.218164668012648 0.313686492537503 1.17099319369893
0.652707244052535 0.236702264028218 0.186846380803772 1.1185681073013 0.64579586660188 0.216461063658971 0.220025376031344 1.07156635717242 0.673454817418205 0.200017706077385 0.280362206049522 1.06654742878689 0.691317435769644 0.193639582767428 0.310963205783706 1.07167166575558 0.693323786688025 0.19577973603062 0.308836832588228 1.07781074078782 0.700865754737982 0.198045353674618 0.311988268039422 1.08974324143654 0.714734710442769 0.20143873067913 0.319236776985288 1.11023264390025
0.636820709916859 0.190738395828246 0.261409628631012 1.01223179120271 0.665001016094128 0.16290238961554 0.344740434511014 0.985261597677242 0.638655463822397 0.166317483286129 0.311756380550086 0.965554547094708 0.625012471715418 0.166017878414792 0.298789705227538 0.951235238203297 0.623415276128216 0.168312319795746 0.292716199101383 0.954114353155048 0.622230974454321 0.170013897657689 0.288221668649386 0.956240280259255 0.613598554678436 0.168861779518433 0.281935964346295 0.945261145010577
0.7103528237241 0.171615687681456 0.373066094505896 1.0476395529423 0.745658709767071 0.173465027768453 0.404886658614332 1.08643076091981 0.761588978490193 0.177540936513538 0.412884804226246 1.11029315275414 0.756863763228219 0.182649822206743 0.398159428022881 1.11556809843356 0.756601065046755 0.188200491288917 0.387033579659362 1.12616855043415 0.756628642198673 0.195587328645952 0.372561943905329 1.14069534049202 0.765540650387115 0.199184196797645 0.374467539325051 1.15661376144918
0.64162280618174 0.169695435012084 0.307906408409829 0.97533920395365 0.710750571087527 0.162767139813396 0.39098932527391 1.03051181690114 0.724884679797955 0.161082182583941 0.408590562534319 1.04117879706159 0.733406085066722 0.164637707325975 0.4102085485899 1.05660362154354 0.741865297968627 0.168010977738125 0.412093705427776 1.07163689050948 0.751919144465956 0.175734331412606 0.406982797673789 1.09685549125812 0.766028232190117 0.180510706386764 0.411739061851263 1.12031740252897
0.502279018894605 0.172563878966936 0.163052252993028 0.841505784796183 0.532420137798336 0.177547085528818 0.183442746658914 0.881397528937758 0.565347764122228 0.170303083556149 0.230801817356501 0.899893710887955 0.574654845293647 0.172316864359532 0.236261351481864 0.91304833910543 0.588361595517831 0.176031277097883 0.242732589260301 0.933990601775361 0.606277814468455 0.182113199038641 0.248718747039998 0.963836881896913 0.623968960563568 0.190780334164506 0.249369683530693 0.998568237596444
