estimate0.01 std0.01 lowerCI0.01 upperCI0.01 estimate0.02 std0.02 lowerCI0.02 upperCI0.02 estimate0.03 std0.03 lowerCI0.03 upperCI0.03 estimate0.04 std0.04 lowerCI0.04 upperCI0.04 estimate0.05 std0.05 lowerCI0.05 upperCI0.05 estimate0.06 std0.06 lowerCI0.06 upperCI0.06 estimate0.07 std0.07 lowerCI0.07 upperCI0.07 estimate0.08 std0.08 lowerCI0.08 upperCI0.08 estimate0.09 std0.09 lowerCI0.09 upperCI0.09 estimate0.1 std0.1 lowerCI0.1 upperCI0.1
0.253989307162192 0.319818120190832 -0.372854208411839 0.880832822736223 0.0167990624335637 0.247049714942558 -0.46741837885385 0.501016503720977 0.236159228966988 0.208010173031499 -0.171540710174749 0.643859168108726 0.317566576654133 0.183181574680042 -0.0414693097187483 0.676602463027015 0.37491135793543 0.169505693780332 0.0426801981259799 0.707142517744881 0.350319836072767 0.163928872662079 0.0290192456550931 0.671620426490441 0.376589139903425 0.168378143777702 0.0465679780991291 0.706610301707721 0.387576232819157 0.174907922956908 0.0447567038236171 0.730395761814697 0.322942927826534 0.178053772400997 -0.0260424660794207 0.671928321732489 0.271847647464666 0.180242108727588 -0.0814268856414057 0.625122180570737
0.101267138511411 0.405467642574765 -0.693449440935128 0.895983717957949 -0.116450359163488 0.255957247095542 -0.61812656347075 0.385225845143774 0.02376672844507 0.223004609366628 -0.41332230591352 0.46085576280366 0.0676074719239201 0.215739088936115 -0.355241142390866 0.490456086238706 0.142698615723077 0.213449187753346 -0.27566179227348 0.561059023719635 0.167729899491671 0.21273714093847 -0.249234896747731 0.584694695731073 0.161133452734524 0.213602799499221 -0.257528034283948 0.579794939752997 0.19700689516432 0.216108846586869 -0.226566444145944 0.620580234474584 0.233353333703267 0.21794044130703 -0.193809931258512 0.660516598665047 0.26067739491327 0.217559310032805 -0.165738852751029 0.687093642577568
0.144804556674466 0.348635677975246 -0.538521372157015 0.828130485505948 0.40626280189252 0.317800019501525 -0.216625236330469 1.02915084011551 0.587584907027343 0.315592769479331 -0.0309769211521455 1.20614673520683 0.348006555616505 0.294365921943369 -0.228950651392498 0.924963762625507 0.479469821919334 0.263141441583176 -0.0362874035836915 0.99522704742236 0.261921870815374 0.241514710621923 -0.211446962003595 0.735290703634342 0.322814609766621 0.21009037542618 -0.0889625260686905 0.734591745601933 0.385588452930293 0.204873786592918 -0.0159641687918259 0.787141074652411 0.334615484580044 0.19767088869415 -0.0528194572604903 0.722050426420579 0.34622686133546 0.199472273947787 -0.0447387956022017 0.737192518273122
-0.260273147838234 0.332295332444246 -0.911571999428956 0.391025703752489 -0.103552956639573 0.298418379209868 -0.688452979890914 0.481347066611769 -0.377915425770973 0.270390337222887 -0.907880486727831 0.152049635185886 -0.461548802050956 0.232782595595905 -0.91780268941893 -0.00529491468298166 -0.379247088245647 0.196298153101995 -0.763991468325557 0.00549729183426245 -0.320898559508776 0.188087787156056 -0.689550622334646 0.0477535033170945 -0.36144526494598 0.177391468303935 -0.709132542821693 -0.0137579870702673 -0.339403836103106 0.176283662720658 -0.684919815035597 0.0061121428293841 -0.323596923196875 0.179193630668854 -0.674816439307829 0.0276225929140795 -0.302809221659663 0.178421323604587 -0.652515015924653 0.0468965726053275
3.31942194766732e-05 0.280161524271801 -0.549083393353253 0.549149781792206 0.297439641845 0.236583722010005 -0.166264453294611 0.76114373698461 0.248060520543063 0.244294662273605 -0.230757017513203 0.726878058599329 0.445403148328507 0.240533833189781 -0.026043164723463 0.916849461380477 0.480066162544662 0.232844196853476 0.023691536711849 0.936440788377474 0.412202802397728 0.236544354814734 -0.0514241330391498 0.875829737834606 0.321735859846636 0.243101214417475 -0.154742520411616 0.798214240104887 0.385295656211805 0.245014897824583 -0.0949335435243774 0.865524855947986 0.441760031149872 0.243669738568534 -0.0358326564444554 0.919352718744199 0.493438684639612 0.249254195837393 0.00490046079832152 0.981976908480903
0.100837914814011 0.433082848794136 -0.748004468822496 0.949680298450518 -0.132982406629059 0.364542548480484 -0.847485801650808 0.58152098839269 0.190032158750838 0.30446703247583 -0.40672322490179 0.786787542403465 0.126112018525871 0.285920505223769 -0.434292171712716 0.686516208764457 0.217288900446734 0.269701916928463 -0.311326856733055 0.745904657626522 -0.039897349763178 0.241801751577818 -0.513828782855701 0.434034083329345 0.0120033374093282 0.213209818848263 -0.405887907533267 0.429894582351923 0.110941043419682 0.196290323847394 -0.273787991321211 0.495670078160575 0.123892882230011 0.18569462208849 -0.24006857706343 0.487854341523451 0.105316346084135 0.18404147157952 -0.255404938211725 0.466037630379994
0.783320390194453 0.46247458537369 -0.123129797137979 1.68977057752689 0.304725368003927 0.293900227392897 -0.27131907768615 0.880769813694005 0.34046179959774 0.27266992300097 -0.19397124948416 0.874894848679641 0.404197687755795 0.256650591092655 -0.0988374707858092 0.907232846297399 0.256233756724862 0.265474154602962 -0.264095586296943 0.776563099746667 0.34509906120955 0.250527431669366 -0.145934704862408 0.836132827281508 0.195017217988113 0.246856238343296 -0.288821009164747 0.678855445140973 0.245986979657621 0.243790322441705 -0.231842052328119 0.723816011643362 0.201797399802276 0.240847412312878 -0.270263528330964 0.673858327935516 0.14959043531048 0.23357416264552 -0.308214923474739 0.607395794095698
-0.316779713204905 0.208979084251032 -0.726378718336927 0.0928192919271163 -0.060706148083431 0.206496571887192 -0.465439428982326 0.344027132815464 0.128904671760822 0.198588467267559 -0.260328724083595 0.518138067605238 0.199274245835509 0.19496846812856 -0.182863951696468 0.581412443367486 0.259530174956754 0.192403117671844 -0.117579935680059 0.636640285593568 0.181114283040404 0.205647693972138 -0.221955197144986 0.584183763225794 0.147612901599312 0.209071048846588 -0.26216635414 0.557392157338624 0.218938556467898 0.209876395415019 -0.192419178545539 0.630296291481336 0.253197817668241 0.203846052769735 -0.146340445760441 0.652736081096922 0.303071524996018 0.204877433048224 -0.0984882437785007 0.704631293770536
-0.0413537993326438 0.27987330580553 -0.589905478711482 0.507197880046194 0.192838058974239 0.258608651996947 -0.314034898939778 0.699711016888256 0.255018765908409 0.245329006172118 -0.225826086188944 0.735863618005761 0.278233630461715 0.234823963248214 -0.182021337504784 0.738488598428215 0.317686152736579 0.216024698429562 -0.105722256185363 0.741094561658521 0.370048809276218 0.198214090585388 -0.0184508082711421 0.758548426823579 0.0777775121299418 0.184718470239633 -0.28427068953974 0.439825713799623 0.130043927553462 0.177035039228234 -0.216944749333876 0.4770326044408 0.201232595784638 0.176651657577316 -0.145004653066902 0.547469844636178 0.311229864495438 0.183264971572916 -0.0479694797874774 0.670429208778353
-0.135234167166287 0.261827948369608 -0.648416945970719 0.377948611638144 0.0940854687268353 0.248771830818179 -0.393507319676795 0.581678257130466 0.0298666114342075 0.2340499306646 -0.428871252668408 0.488604475536823 0.144198765805277 0.219262697922203 -0.28555612212224 0.573953653732794 0.13350275768011 0.209533911900732 -0.277183709645325 0.544189225005545 0.214276652894427 0.202078868486299 -0.181797929338719 0.610351235127574 0.279728078593408 0.199779439622104 -0.111839623065916 0.671295780252732 0.248386997873808 0.198326655779114 -0.140333247453255 0.637107243200871 0.26641764732434 0.1927947442365 -0.1114600513792 0.64429534602788 0.237440315758838 0.187680171828614 -0.130412821025246 0.605293452542922
