V1	V2
0.0599328063525543	0.0396060475746051
0.0599328063525543	0.0518565414868655
0.0599328063525543	0.0743012571685187
0.0599328063525543	0.0766392243970664
0.0599328063525543	0.0492275554737629
0.0599328063525543	0.0802252478306333
0.0599328063525543	0.0530697672684721
0.0599328063525543	0.0713719185230369
0.0599328063525543	0.0544494194937687
0.0599328063525543	0.0605374961494289
0.0599328063525543	0.0718600038143545
0.0599328063525543	0.051466972107302
0.0599328063525543	0.0676847667691011
0.0599328063525543	0.0711201711507817
0.0599328063525543	0.068649833549753
0.0599328063525543	0.0643434195383652
0.0599328063525543	0.0651463713212315
0.0599328063525543	0.0493875726150771
0.0599328063525543	0.0605367125368722
0.0599328063525543	0.0766631914923678
0.0599328063525543	0.0496533481600248
0.0599328063525543	0.0670018550093283
0.0599328063525543	0.0543830263972112
0.0599328063525543	0.0584638937872865
0.0599328063525543	0.0714474343475154
0.0599328063525543	0.077154606651197
0.0599328063525543	0.0691697086563986
0.0599328063525543	0.086510587894233
0.0599328063525543	0.0574144848882266
0.0599328063525543	0.0812251910359242
0.0599328063525543	0.0784496615789342
0.0599328063525543	0.0578953720576189
0.0599328063525543	0.0644186985935942
0.0599328063525543	0.0850311577373219
0.0599328063525543	0.0563533863155144
0.0599328063525543	0.070307571840626
0.0599328063525543	0.0717947937962354
0.0599328063525543	0.0539224274853406
0.0599328063525543	0.0889549961965718
0.0599328063525543	0.0515746806041516
0.0599328063525543	0.0526233835224856
0.0599328063525543	0.0474634502180021
0.0599328063525543	0.0471787972593692
0.0599328063525543	0.0542769528659089
0.0599328063525543	0.0843187978803908
0.0599328063525543	0.0734889571302177
0.0599328063525543	0.0547549450412411
0.0599328063525543	0.0774634406563827
0.0599328063525543	0.0577630633065352
0.0599328063525543	0.0782728453711118
0.0599328063525543	0.0386010632660351
0.0599328063525543	0.0353696966300564
0.0599328063525543	0.0749641141861343
0.0599328063525543	0.0923545097009469
0.0599328063525543	0.0729442147789815
0.0599328063525543	0.0452450064416962
0.0599328063525543	0.0496856483847402
0.0599328063525543	0.0470514530775686
0.0599328063525543	0.052402943867749
0.0599328063525543	0.0594907822653168
0.0599328063525543	0.0832237260380752
0.0599328063525543	0.053651457904203
0.0599328063525543	0.0468782460594491
0.0599328063525543	0.0341600250998412
0.0599328063525543	0.0723673587478187
0.0599328063525543	0.0457952227111337
0.0599328063525543	0.0733121479036572
0.0599328063525543	0.0685115443470836
0.0599328063525543	0.0441608141661915
0.0599328063525543	0.0684899429176689
0.0599328063525543	0.0600520532463287
0.0599328063525543	0.04832120761057
0.0599328063525543	0.0852768726443268
0.0599328063525543	0.0676409217655245
0.0599328063525543	0.0688337168572267
0.0599328063525543	0.0589698324162854
0.0599328063525543	0.0517979318717222
0.0599328063525543	0.0947644562485832
0.0599328063525543	0.0639964595781568
0.0599328063525543	0.068661085016521
0.0599328063525543	0.0711767859479795
0.0599328063525543	0.0702047855004606
0.0599328063525543	0.0821594676879558
0.0599328063525543	0.0581953979626617
0.0599328063525543	0.0573045674872801
0.0599328063525543	0.0619868544687319
0.0599328063525543	0.0846369434388193
0.0599328063525543	0.0593712088995928
0.0599328063525543	0.0545073146061681
0.0599328063525543	0.0761268266820897
0.0599328063525543	0.0524985133763244
0.0599328063525543	0.0609296092338296
0.0599328063525543	0.0605228273203992
0.0599328063525543	0.060901932935051
0.0599328063525543	0.0766949418399302
0.0599328063525543	0.0543116606603256
0.0599328063525543	0.078823520035599
0.0599328063525543	0.0733741565568033
0.0599328063525543	0.0658662762788231
0.0599328063525543	0.0394259177292489
0.0599328063525543	0.0797691237185631
0.0599328063525543	0.0569748775718339
0.0599328063525543	0.0972696571763108
0.0599328063525543	0.0741283689538931
0.0599328063525543	0.0759469715683623
0.0599328063525543	0.0617207468435797
0.0599328063525543	0.0780702871296667
0.0599328063525543	0.0780317297054624
0.0599328063525543	0.0565978213422806
0.0599328063525543	0.0816175000915966
0.0599328063525543	0.0645141067089185
0.0599328063525543	0.0650283377747131
0.0599328063525543	0.0358160636181339
0.0599328063525543	0.0954638006395248
0.0599328063525543	0.0789040242612267
0.0599328063525543	0.0636447026967231
0.0599328063525543	0.0382885743741573
0.0599328063525543	0.0761065534728512
0.0599328063525543	0.0581248790524828
0.0599328063525543	0.0731004034191423
0.0599328063525543	0.0573444143126321
0.0599328063525543	0.0543166744412472
0.0599328063525543	0.0610943979398562
0.0599328063525543	0.0540949803568528
0.0599328063525543	0.0847018836889048
0.0599328063525543	0.0487109012159437
0.0599328063525543	0.0747849641601625
0.0599328063525543	0.0615122197119261
0.0599328063525543	0.080683613925871
0.0599328063525543	0.0817757600376154
0.0599328063525543	0.0500714473608319
0.0599328063525543	0.0763517761141017
0.0599328063525543	0.0523643742442847
0.0599328063525543	0.0709967113644865
0.0599328063525543	0.0712386639308513
0.0599328063525543	0.0911593644751032
0.0599328063525543	0.0709925760731739
0.0599328063525543	0.0523595935383769
0.0599328063525543	0.0850307078445075
0.0599328063525543	0.0574156438261074
0.0599328063525543	0.0520936518419539
0.0599328063525543	0.055521409480899
0.0599328063525543	0.0672058206467059
0.0599328063525543	0.0780437301470474
0.0599328063525543	0.0574279568671616
0.0599328063525543	0.0599852691577221
0.0599328063525543	0.0830972124898535
0.0599328063525543	0.0559465846444011
0.0599328063525543	0.0651625720937838
0.0599328063525543	0.0507754455114766
0.0599328063525543	0.0722370248586265
0.0599328063525543	0.0646926566641683
0.0599328063525543	0.0810318406105625
0.0599328063525543	0.0641198241051545
0.0599328063525543	0.0801033790023076
0.0599328063525543	0.0909611718509125
0.0599328063525543	0.039977234603875
0.0599328063525543	0.0584353488949238
0.0599328063525543	0.0866380537320588
0.0599328063525543	0.0544126177817591
0.0599328063525543	0.0675153642110011
0.0599328063525543	0.0676715493772939
0.0599328063525543	0.0766033435205073
0.0599328063525543	0.0791600605498578
0.0599328063525543	0.0511759551577652
0.0599328063525543	0.0751112749104429
0.0599328063525543	0.0870952774662834
0.0599328063525543	0.0696379527695757
0.0599328063525543	0.0615366433113656
0.0599328063525543	0.0596083182725609
0.0599328063525543	0.0843115794748351
0.0599328063525543	0.0622805791465597
0.0599328063525543	0.0638825128764902
0.0599328063525543	0.0813210702716499
0.0599328063525543	0.0738521477951347
0.0599328063525543	0.0744968612820987
0.0599328063525543	0.0593543918511449
0.0599328063525543	0.0778799945474371
0.0599328063525543	0.0536689365967199
0.0599328063525543	0.0797984393974613
0.0599328063525543	0.0428638355762759
0.0599328063525543	0.0692099873685334
0.0599328063525543	0.0647984268088406
0.0599328063525543	0.0772702700113122
0.0599328063525543	0.0439948212368699
0.0599328063525543	0.0626106716701803
0.0599328063525543	0.0726484123485473
0.0599328063525543	0.0541013658588821
0.0599328063525543	0.0777848438343905
0.0599328063525543	0.0741062836943455
0.0599328063525543	0.0541260315492901
0.0599328063525543	0.0688865340112746
0.0599328063525543	0.0682722984780029
0.0599328063525543	0.0687733390494648
0.0599328063525543	0.0603427101832736
0.0599328063525543	0.0598708981053716
0.0599328063525543	0.081518448762387
0.0599328063525543	0.0562835218736549
0.0599328063525543	0.0459887229617719
0.0599328063525543	0.0546479187600147
0.0599328063525543	0.06008880929915
0.0599328063525543	0.0743291601508051
0.0599328063525543	0.0789311642435299
0.0599328063525543	0.0644594960478213
