V1	V2	V3	V4
boot1	0.0491717523975588	6.14204848347461e-05	6.18420822600028e-05	7.7252241113555e-05
boot2	0.0561464690496949	6.19004837141126e-05	6.24501656647226e-05	7.84821282355615e-05
boot3	0.0779424585876199	6.24550218495414e-05	6.35143116229822e-05	7.88123169941731e-05
boot4	0.0714908456843941	6.00995813579688e-05	6.09907654933951e-05	7.83491451132947e-05
boot5	0.0645161290322581	6.09338802716632e-05	6.16596572385869e-05	7.81081171803202e-05
boot6	0.0477768090671317	5.99846657879539e-05	6.03826820886753e-05	7.77847885779919e-05
boot7	0.0566695727986051	6.14341309261476e-05	6.19941031111827e-05	7.79880061287306e-05
boot8	0.0782911944202267	6.04996546452728e-05	6.15684447278789e-05	7.8642573189009e-05
boot9	0.0566695727986051	6.21030226713394e-05	6.26629948563745e-05	7.83536513983341e-05
boot10	0.0653879686137751	6.02756445652115e-05	6.10211696636311e-05	7.73824674496801e-05
boot11	0.0711421098517873	6.07163380360113e-05	6.15988488981149e-05	7.79140288329201e-05
boot12	0.0388840453356582	6.2764206018358e-05	6.30278448992064e-05	7.71168511049261e-05
boot13	0.0629468177855275	6.11207797690476e-05	6.18116780897668e-05	7.84209699953099e-05
boot14	0.0641673931996513	6.13673636864001e-05	6.20853156218907e-05	7.73862527291131e-05
boot15	0.0636442894507411	5.98892173693089e-05	6.05955112803272e-05	7.84132722001604e-05
boot16	0.0469049694856147	6.31306889268276e-05	6.35143116229822e-05	7.8037246570431e-05
boot17	0.0748038360941587	6.10184075759775e-05	6.19941031111827e-05	7.73272787117277e-05
boot18	0.0723626852659111	6.17499419847279e-05	6.26629948563745e-05	7.88123169941731e-05
boot19	0.0563208369659983	6.09545349616788e-05	6.15076363874069e-05	7.72574259921062e-05
boot20	0.0727114210985179	6.24100120142662e-05	6.33318866015663e-05	7.85306900837501e-05
boot21	0.0641673931996513	6.39213139862232e-05	6.46392659217138e-05	7.74860271813958e-05
boot22	0.0695727986050567	6.35216224077696e-05	6.43656283895899e-05	7.87549652394019e-05
boot23	0.0730601569311247	6.307003963171e-05	6.4000778346758e-05	7.85448875323799e-05
boot24	0.0632955536181343	6.33630117774086e-05	6.406158668723e-05	7.81313271990287e-05
boot25	0.0613775065387969	5.96649952287752e-05	6.03218737482033e-05	7.82384177376105e-05
boot26	0.0678291194420227	6.24080398518725e-05	6.32102699206223e-05	7.84970466897976e-05
boot27	0.0720139494333043	6.15762962668709e-05	6.24805698349586e-05	7.87983740181102e-05
boot28	0.0823016564952049	6.16947320407283e-05	6.28758240480264e-05	7.82041911773588e-05
boot29	0.0610287707061901	5.99156719132458e-05	6.05651071100912e-05	7.7855553157645e-05
boot30	0.0810810810810811	6.22463755507084e-05	6.33926949420382e-05	7.83062452797203e-05
boot31	0.0730601569311247	6.27051895888781e-05	6.36359283039262e-05	7.86377170041902e-05
boot32	0.0669572798605057	6.06954924915705e-05	6.14772322171709e-05	7.86844233232449e-05
boot33	0.0549258936355711	6.10424022184341e-05	6.15684447278789e-05	7.71288219185954e-05
boot34	0.0802092414995641	5.9929773934663e-05	6.10515738338671e-05	7.85699318741749e-05
boot35	0.0547515257192677	6.23531161895107e-05	6.28758240480264e-05	7.853338325175e-05
boot36	0.0688753269398431	6.1288551411818e-05	6.21157197921267e-05	7.87080044477802e-05
boot37	0.0507410636442895	6.1241124087157e-05	6.16900614088228e-05	7.70242018845174e-05
boot38	0.0573670444638187	6.02649037022825e-05	6.08387446422151e-05	7.7206552684768e-05
boot39	0.0809067131647777	6.21600881444728e-05	6.33014824313303e-05	7.89255148743612e-05
boot40	0.0666085440278989	6.11900811314408e-05	6.19636989409467e-05	7.84267804522548e-05
boot41	0.0634699215344377	6.10788448106228e-05	6.17812739195308e-05	7.80620258366355e-05
boot42	0.0566695727986051	6.09476642023718e-05	6.15076363874069e-05	7.69686844528328e-05
