V1	V2	V3	V4
boot1	0.0525418891376124	0.000348790260137767	0.000351529508460606	8.91887109891489e-05
boot2	0.0510858139946798	0.0003610274163921	0.000363727675641636	9.29909711060317e-05
boot3	0.0739637009721762	0.000364108700005505	0.000369711738669918	9.235787189365e-05
boot4	0.0652004217759843	0.000353593323664104	0.000358003932193851	9.26220740945181e-05
boot5	0.0629704429066609	0.000364876683641585	0.000369017233881322	9.29731549448235e-05
boot6	0.062215007158839	0.000346519977856949	0.000350478301586324	9.13807843082354e-05
boot7	0.0605033275890278	0.000356627516467404	0.000360352303098394	9.12555586540567e-05
boot8	0.0726910452661393	0.000341935944016207	0.000347203479723442	9.08370329331398e-05
boot9	0.056142411936574	0.000367170191124208	0.000370457234357903	9.31291320908319e-05
boot10	0.0722481723097885	0.000350754436884319	0.000356084861542282	9.10403604114163e-05
boot11	0.066106481707085	0.000354969690354619	0.000359408739220655	9.11933961709204e-05
boot12	0.0382435343606155	0.000365954939311994	0.000367428688425292	8.98402178069475e-05
boot13	0.0591191508029367	0.000357462846012444	0.000361060591570907	9.26352523775742e-05
boot14	0.0611995350326547	0.000356029563148175	0.000359836209917533	9.04451092701474e-05
boot15	0.0620759978527353	0.000356034401962972	0.00036000785709736	9.27149975512399e-05
boot16	0.0540973842781232	0.000370511716523065	0.000373486692505072	9.11471721253562e-05
boot17	0.0732724694064956	0.000355533832733082	0.000361021700635582	9.06171545054709e-05
boot18	0.0669234557388748	0.000354907537685133	0.000359439596235172	9.18317371428803e-05
boot19	0.0588841088920842	0.000357689148865033	0.000361271937708364	9.14879678911478e-05
boot20	0.0686391022158969	0.000357551064974698	0.000362366607432102	9.23138173477672e-05
boot21	0.0686168321382662	0.000368874985023744	0.000373692418201846	9.10740821971143e-05
boot22	0.066943468933706	0.000371572180226372	0.000376167164434716	9.26500608158101e-05
boot23	0.0656515422841192	0.000359852123541841	0.000364192365968371	9.15703683121899e-05
boot24	0.0626462645555087	0.000368378520250438	0.000372410490936398	9.212548745181e-05
boot25	0.0634203415410082	0.000355658320828431	0.000359808734625986	9.25403583279937e-05
boot26	0.0672396718860287	0.000368403311352836	0.000373050238092162	9.27697838577453e-05
boot27	0.069972600195491	0.000361340337425832	0.00036630893466281	9.21355803789424e-05
boot28	0.0790363868852547	0.000361993182050282	0.000368401130138319	9.2124553824632e-05
boot29	0.0564690404422495	0.000348780602927518	0.000352059876183141	9.15799965377912e-05
boot30	0.0816683744057746	0.000362904252896107	0.000369752019276108	9.22877977471684e-05
boot31	0.0680794393249051	0.000369045055842528	0.000373830835692155	9.28754525915119e-05
boot32	0.0620360082279094	0.000357599343455823	0.00036157616266583	9.29256268177646e-05
boot33	0.0559324733419852	0.000359418452723194	0.000362636906241351	9.09895129687016e-05
boot34	0.0767523774641673	0.000354084080858411	0.000360181564883699	9.28081396308468e-05
boot35	0.0552163948213758	0.000372332202452965	0.000375500228681742	9.27022718321207e-05
boot36	0.0628284293085603	0.000356237155275933	0.000360234441608892	9.19872946103117e-05
boot37	0.0559011835264122	0.000356438478462378	0.000359657976591823	9.10800071212653e-05
boot38	0.0590616136222343	0.000355709366771114	0.000359328512136616	9.17440721854172e-05
boot39	0.0746331312620068	0.000363430425342485	0.0003692086438219	9.33205435779785e-05
boot40	0.0578109953068101	0.000357167839912007	0.000360621887830971	9.27996489377263e-05
boot41	0.0661861412593717	0.000365446591767313	0.000370014149480753	9.26177918974958e-05
boot42	0.0543483809943649	0.000353595584403384	0.000356584322363881	8.98177160103766e-05
boot43	0.0631042250099901	0.000358071518254441	0.000362151149398873	9.11194878470218e-05
