V1	V2
boot1	-0.302667072706596	0.0375363595388862
boot2	-0.364809963772048	0.0337901951081618
boot3	-1.89569553934445	0.0341257150037168
boot4	0.330887154435018	0.0341078670704342
boot5	0.118198475643327	0.0338159780614687
boot6	-1.48925190147108	0.0427649076141083
boot7	-0.987749194289377	0.0306818229879945
boot8	-0.563897150351926	0.0353364485493809
boot9	-1.55471478365683	0.0349630965528027
boot10	-1.43879511182853	0.0377060565339321
boot11	-0.954808102838442	0.0326481926430802
boot12	-0.958158131953807	0.0338767724045137
boot13	-0.850726758893316	0.0319979528928829
boot14	-1.68725675008845	0.0400127083183757
boot15	-1.83039896801853	0.0377621385597953
boot16	-0.617697047223309	0.031665340061182
boot17	-1.19091731439676	0.0350908892789102
boot18	-0.501872215783958	0.0345331473749797
boot19	-0.819022965886722	0.0351267560637613
boot20	-1.85421857554734	0.0386757282154897
boot21	0.858872542335385	0.0364323323733045
boot22	-0.663992803967274	0.0313908898573959
boot23	-0.331860164124566	0.0339073261974289
boot24	-0.460215116185519	0.0349250265191937
boot25	-0.478885531147424	0.0299391537112632
boot26	-0.287321349283498	0.0355666992927135
boot27	0.206776936367152	0.0284813676697808
boot28	-0.338949007474612	0.0287064300126345
boot29	-0.837198988855509	0.0353965159313274
boot30	0.885481825229393	0.0329986988674309
boot31	-0.171430135621106	0.0299599875458953
boot32	-0.404435719559484	0.0302813416561964
boot33	-1.37597936753014	0.0345546388882619
boot34	-1.1176110579409	0.0333769717882396
boot35	-0.391558481426478	0.0351993447412071
boot36	0.166909437407471	0.0304793844826708
boot37	-0.99907791440517	0.0317943105157231
boot38	0.360030637330881	0.0358803737799015
boot39	-1.04476861485053	0.0372127072573446
boot40	-0.515809617464041	0.0353662553414884
boot41	-1.5046246931128	0.0344303248842399
boot42	0.253820438267553	0.0375425247269111
boot43	-0.377672562268487	0.0320713558782704
boot44	-0.569290331116942	0.0346297994548063
boot45	-0.961656936032242	0.0404491028143442
boot46	-1.16607995433218	0.0347968857052006
boot47	-0.21288112357796	0.0349470318233789
boot48	-1.06489857704631	0.0315042286456122
boot49	-1.09146783725129	0.0331398745679972
boot50	0.385291649534703	0.0338722445184409
boot51	-1.56285017780057	0.035770528975359
boot52	-0.294948992537122	0.0333854226600697
boot53	-1.83893055541544	0.0405095188509028
boot54	-1.21174819035582	0.0335559048870443
boot55	-1.1767049278918	0.0341563556250582
boot56	0.330177136759028	0.0342975884615654
boot57	0.527497499120464	0.0329040291682641
boot58	-1.19495583625304	0.0327912988231761
boot59	-0.666923008479833	0.0354224394620443
