V1	V2
boot1	0.386002748319576	0.0470908057963359
boot2	0.274498261880871	0.041188627469376
boot3	-0.438349470563889	0.0442308388299589
boot4	0.227228373947914	0.0467076133898978
boot5	0.159230259796496	0.0460826540667972
boot6	0.2215185352631	0.0590163948884285
boot7	0.0719073461653821	0.0383887030117689
boot8	0.37623476375659	0.0471654397387605
boot9	-0.24339608130814	0.0436744716425466
boot10	0.182411036223849	0.0475764556809222
boot11	-0.0784416370564518	0.038990300937608
boot12	-0.290936729339878	0.0447789682164867
boot13	0.17097167346898	0.0414151033324905
boot14	-0.124847713643561	0.0521406016704873
boot15	-0.333588256293692	0.0456210910328063
boot16	-0.0422754839487422	0.0417936212754519
boot17	-0.304422960752359	0.0442950602524266
boot18	0.185970133883033	0.0463155096869902
boot19	0.33976146902312	0.0465969285869089
boot20	0.185083285338064	0.0473825244928781
boot21	0.413180315842915	0.0566612416821121
boot22	-0.189493566136571	0.0402068443927373
boot23	0.118095292482109	0.0441892660679947
boot24	0.460409768276052	0.0470991250023513
boot25	-0.484218294142131	0.0380255528117888
boot26	0.422862384942791	0.0448712538229505
boot27	0.45429056574753	0.0361665923266536
boot28	0.208979726831044	0.0341740334741509
boot29	0.0436182277680423	0.0452946468119597
boot30	0.641228392475631	0.0432104969287245
boot31	0.15056558398569	0.0410270824401322
boot32	-0.100265385196893	0.0379688465924478
boot33	-0.0860230641403543	0.0433676242539122
boot34	-0.00638077966388154	0.042509774440321
boot35	-0.120101449325503	0.0461839917031679
boot36	0.185332862157527	0.0393039558179164
boot37	-0.225578602454082	0.040129587333201
boot38	0.439865484830323	0.0472895369698948
boot39	-0.182371688222542	0.0495324698359471
boot40	0.186521894832614	0.0451119664632636
boot41	-0.445147561996375	0.0421241330929547
boot42	0.181562271309973	0.0560462434091907
boot43	0.558081165560493	0.0381695965388975
boot44	0.223753224050165	0.0521799633998518
boot45	0.244635330381199	0.05133887352364
boot46	0.17822539675185	0.0449425928684235
boot47	-0.172815470443056	0.0462428550939433
