V1	V2
boot1	0.357790746346509	0.0254507701383138
boot2	0.0257242130366826	0.0235027872054042
boot3	-0.930663719701119	0.0236808008179851
boot4	0.565879402626985	0.0228603712045659
boot5	0.12925001412321	0.0228886317605687
boot6	-0.554125634391428	0.0284854383010848
boot7	-0.213531780793811	0.0213599203352049
boot8	-0.161332542494685	0.0229527071714166
boot9	-0.56988189143816	0.0235287104439664
boot10	-0.268779513366278	0.0259616149299624
boot11	-0.535760945151022	0.0222310127510699
boot12	-0.539342468762382	0.0230298124183004
boot13	-0.203086955881676	0.0220150634093168
boot14	-0.248878402995968	0.027204029236793
boot15	-0.763281980657404	0.0257443286610853
boot16	-0.260041469625374	0.021426984069543
boot17	-0.497110969409072	0.0244818094271904
boot18	0.0224129263799999	0.0233612537791621
boot19	-0.142401306894656	0.0240984062954047
boot20	-0.727897703945298	0.0268952891633682
boot21	0.672804306749245	0.0243964374565795
boot22	-0.103972263962078	0.0211979685523116
boot23	0.146279177427055	0.0227655324654269
boot24	0.155949219964253	0.0235826750855036
boot25	-0.280007144150797	0.0201315155007087
boot26	0.0869197084480823	0.0243606856077786
boot27	0.276702974872017	0.0195394546586269
boot28	0.2104408220436	0.0202961862030263
boot29	-0.3524758684714	0.02427233752914
boot30	0.766242115153927	0.0221866957716778
boot31	0.0123004096424885	0.0201077189810578
boot32	-0.0861110794601301	0.0205174348032692
boot33	-0.544767909825546	0.0237682699849377
boot34	-0.453905594679624	0.0230584957642775
boot35	-0.143567282912946	0.0240605053084211
boot36	0.282597977539477	0.0212640427924929
boot37	-0.384674426338518	0.0229811440630779
boot38	0.417554988696297	0.0239074492119897
boot39	-0.507586804901186	0.0262071053242658
boot40	-0.0667662861779038	0.0245458002308353
boot41	-0.534933439789593	0.0236079999692876
boot42	0.0451985049181686	0.0245612569120195
boot43	0.384018283949093	0.0227936652601163
boot44	0.140481139681444	0.0239761141588159
boot45	-0.133170938994056	0.0282011918888136
boot46	-0.305448271952665	0.0240749175718414
boot47	-0.21705890478893	0.0234149967337167
boot48	-0.507990825904928	0.0222026242743543
boot49	-0.357640199477264	0.0221659737703349
boot50	0.341663352432683	0.0221044710465007
boot51	-0.875556734876458	0.0230996770009884
boot52	0.493273617377838	0.0226191065490153
boot53	-0.694857001037729	0.0272355033261126
boot54	-0.497953410872949	0.0227793746495721
boot55	-0.485628295349529	0.0231357337214499
boot56	0.291860597963662	0.0227006171522477
boot57	0.615764269943072	0.022758446592127
boot58	-0.439516303287352	0.0218330790481409
boot59	-0.00359395949924535	0.0238269691570166
boot60	-0.200691107894595	0.0248154258323735
boot61	0.32323478767893	0.022401459186906
boot62	-0.604975360453224	0.0228860375786748
boot63	-0.651327051934647	0.0235963626737012
boot64	-0.688254084521246	0.0222990963273856
boot65	0.440934365236566	0.0251477628678079
boot66	-0.112115666831025	0.0231983895542605
boot67	-0.243318387781726	0.0226937979037508
boot68	-0.341121131474574	0.023285909982753
boot69	-0.692027847524964	0.0219937126111513
boot70	-0.255267174964647	0.0233444918015846
boot71	0.490214138696264	0.0220312442053085
boot72	-0.215779022244489	0.026146648117389
boot73	-0.623184908992516	0.0221124667044729
boot74	-0.0742113300430938	0.0230449978031819
boot75	-0.274387773139993	0.0224192565001026
boot76	-0.475548250647781	0.0205522046094764
boot77	-0.676718472514714	0.0220079559664897
boot78	-0.15053677064711	0.0217259350465971
boot79	-0.469393766184537	0.0210736057379403
boot80	-0.00677863191367982	0.0235415156723037
boot81	0.109742768917973	0.0244641440666374
boot82	-0.12038481346852	0.0226860197221925
boot83	0.320956216563725	0.0225917540552243
boot84	0.209535883792393	0.0238947227497931
boot85	-0.775085072693502	0.022310006195732
boot86	-0.011986508038531	0.0223618109842305
boot87	-0.108156922159693	0.0231022069288732
boot88	-0.227300433419041	0.023935629955583
boot89	0.19344230295337	0.0218985701112467
boot90	-0.480054493304137	0.0248300155782415
boot91	-0.160380203945695	0.0228690990769281
boot92	-0.282434803516315	0.0246392562260075
boot93	-0.433340047775321	0.0225263465202243
boot94	-0.283746456744157	0.0218940026585526
boot95	-0.129132287694375	0.0240028293933743
boot96	0.402704900036894	0.0204962923285281
boot97	-0.294098688410826	0.0233378769841699
boot98	0.430275464541036	0.0218294166819927
boot99	-0.448757028179854	0.0241433944084285
boot100	-0.274965904502548	0.0248691706395505
boot101	-0.341803696942153	0.0242626946914399
boot102	-0.550962422328214	0.0218093923679611
boot103	0.31869625617832	0.0207018573257458
boot104	-0.232144985880112	0.0224953967614957
boot105	-0.299205948956156	0.0202183625520926
boot106	0.56773268554894	0.0235891733129061
boot107	0.015862442053645	0.0260014537937743
boot108	-0.210199969677889	0.0218136803040779
boot109	0.374223621349131	0.0208631309360226
boot110	-0.256617217933525	0.0228357853014193
boot111	0.322663897257931	0.0202309729172339
boot112	-0.298953973535286	0.0255437965246383
boot113	0.0298144380640278	0.0241860369532848
boot114	-0.857929260084152	0.0256958449185273
boot115	0.103170228461816	0.0210580603423121
boot116	-0.661833092461151	0.0245316005687623
boot117	0.251761688661326	0.023477062217695
boot118	-0.293977801126778	0.025389491340499
boot119	0.175579872601068	0.0226307504589891
boot120	0.0105999006102125	0.0248034966866528
boot121	-0.195913418307559	0.0228257396124753
boot122	-0.563932779819333	0.0250285061945619
boot123	-0.603556420236823	0.0222789243702652
boot124	-0.413183350050689	0.0242370197672479
boot125	-0.223932358972384	0.022276787421417
boot126	-0.498120874650672	0.0257170637764915
boot127	0.292852431249245	0.0213089801449433
boot128	-0.157385019953956	0.0246312549873453
boot129	-0.532052077917432	0.0235049886735656
boot130	0.0947914053045732	0.023573464685206
boot131	-0.199649316781225	0.0243462606930215
boot132	0.17674547414124	0.0205492622517226
boot133	-0.0517302011164695	0.0213233829743237
boot134	0.0384745236747497	0.0217875184356096
boot135	-0.341283189711175	0.0235382281320005
boot136	0.13447738250216	0.0225772889462173
boot137	0.284415015960424	0.0215612371361573
boot138	-0.105693033384992	0.0228845341731693
boot139	0.232754647692496	0.0205580532085888
boot140	0.17695949687539	0.0225032223175306
boot141	0.229441240052777	0.0211281650167312
boot142	-0.506995917279572	0.0248881711367502
boot143	-0.453835432268611	0.023615677642088
boot144	0.919672148378708	0.0228652374733605
boot145	-0.430040342471035	0.0248009292061611
boot146	0.0387002577917211	0.0231358680760856
boot147	0.204814005200656	0.0232989369347511
boot148	0.360662370343731	0.0222565064953461
boot149	-0.657677246067847	0.0227857560224139
boot150	-0.472095562683479	0.0242304341785679
boot151	-0.238031486183652	0.024199102776141
boot152	-0.641974602029444	0.0258212255171012
boot153	0.10213536508861	0.0259371248867033
boot154	-0.160498478272885	0.0244553122034789
boot155	-0.0734577969032238	0.025124858489144
boot156	-0.234047048849917	0.0215087373254924
boot157	-0.641456127383631	0.0243425655312205
boot158	0.0175717558913681	0.0235022391034076
boot159	-0.560842772132939	0.0240498638319116
boot160	-0.492527297600045	0.0253876458441831
boot161	-0.346340299936188	0.0232214635513956
boot162	-0.257665198722439	0.0235407503876563
boot163	0.171106571828978	0.0235176957656625
boot164	-0.694327942049954	0.024215240433446
boot165	-0.109472300069904	0.0263225801204285
boot166	-0.0168926865166617	0.0228706854546625
boot167	-0.160174133856558	0.0243784504452481
boot168	-0.345564762982288	0.0249817956251567
boot169	-0.417958820644729	0.0222686990382543
boot170	-0.7444865695689	0.0246234750919895
boot171	-0.288887097787597	0.0224104173337105
boot172	0.37497045446551	0.0220921960860321
boot173	-0.0217814081706898	0.0223463443433328
boot174	-0.160644341717222	0.0230807427289189
boot175	-0.0256125618176933	0.0227132946533276
boot176	0.267819107700168	0.0228440726686702
boot177	-0.431304257420703	0.0260904864563562
boot178	0.310288997224659	0.022528643170888
boot179	-0.449549628624525	0.0210099748441691
boot180	-0.202879538278307	0.0223022395241796
boot181	-0.0490026474318376	0.0222263444798446
boot182	-0.117014777675398	0.0240376814109197
boot183	-0.143240374274486	0.0223769937610332
boot184	-0.469316885022843	0.0249911922223225
boot185	0.288099095484941	0.0232630275845645
boot186	0.378854941134587	0.022122720957625
boot187	0.200001047835995	0.0226600526985367
boot188	-0.290059569566096	0.0246081481132953
boot189	-0.641670264700255	0.0221971755697332
boot190	-0.578727678455145	0.0226643983228483
boot191	-0.389042708276628	0.0233231255900924
boot192	-0.443546873865573	0.0239044960096272
boot193	-0.25394894214675	0.0239476807694958
boot194	0.385162739546805	0.021013037585059
boot195	0.665100345834108	0.0213381086204125
boot196	0.306625784323847	0.0233145264541737
boot197	0.51802684186986	0.0206023146461663
boot198	-0.535251239720697	0.0237197596742826
boot199	-0.0400064054846785	0.0248331112824301
boot200	0.314455456228675	0.0260363694925626
boot201	-0.586540007837813	0.0252980887021498
boot202	0.109783039798331	0.0232196500036766
boot203	-0.16505131386426	0.0231812685473172
boot204	-0.332464139757572	0.0243464146204808
boot205	0.400800217361291	0.0220169253986936
boot206	-0.491261817686817	0.024036007697801
