V1	V2
-1.95279949273543	-2.1547822292524
-1.95279949273543	-0.800506121025414
-1.95279949273543	-2.41540016277726
-1.95279949273543	-0.929188944902872
-1.95279949273543	-0.820657314221171
-1.95279949273543	-3.13703187859399
-1.95279949273543	-1.73642204038653
-1.95279949273543	-2.95212822303784
-1.95279949273543	-1.93896817219875
-1.95279949273543	-1.49694801438868
-1.95279949273543	-1.71547318280495
-1.95279949273543	-2.69396540673662
-1.95279949273543	-2.68866232116122
-1.95279949273543	-2.91709476869617
-1.95279949273543	-1.74231624894404
-1.95279949273543	-2.0406949277237
-1.95279949273543	-2.58050008693479
-1.95279949273543	-0.0550160684547619
-1.95279949273543	-0.827183894930937
-1.95279949273543	-0.653728364379668
-1.95279949273543	0.0445004175253659
-1.95279949273543	-1.18866659200255
-1.95279949273543	-2.23267361225052
-1.95279949273543	-1.96310251920177
-1.95279949273543	-1.29988037411024
-1.95279949273543	-3.00150587750941
-1.95279949273543	-1.01651019833041
-1.95279949273543	-0.845693694020209
-1.95279949273543	-1.3353505839863
-1.95279949273543	0.333035687912784
-1.95279949273543	-1.10864982407841
-1.95279949273543	-0.879149584190906
-1.95279949273543	-1.51080588054798
-1.95279949273543	-2.79836170727062
-1.95279949273543	-2.27928729243383
-1.95279949273543	-0.217101308935993
-1.95279949273543	-2.01457642778387
-1.95279949273543	-1.43855437461518
-1.95279949273543	-1.65841531669999
-1.95279949273543	-2.36566805520639
-1.95279949273543	-2.12544009928316
-1.95279949273543	0.0719443923132981
-1.95279949273543	-0.923905823630609
-1.95279949273543	-2.01199100797952
-1.95279949273543	-2.39112824381091
-1.95279949273543	-2.15204853026832
-1.95279949273543	-1.41545612866539
-1.95279949273543	-1.9406332137601
-1.95279949273543	-2.04790438616566
-1.95279949273543	0.406262755742167
-1.95279949273543	-3.06305826620275
-1.95279949273543	-1.06311045171084
-1.95279949273543	-2.34786166804419
-1.95279949273543	-2.37204427090863
-1.95279949273543	-2.05517888327808
-1.95279949273543	-2.7897010954377
-1.95279949273543	-0.618577924953238
-1.95279949273543	-2.45561601913307
-1.95279949273543	-1.78305239024485
-1.95279949273543	-2.02499907211245
-1.95279949273543	0.19891425390781
-1.95279949273543	-2.01444957202681
-1.95279949273543	-2.84393130197221
-1.95279949273543	-2.85970404674455
-1.95279949273543	-0.972090645737661
-1.95279949273543	-1.34123147253154
-1.95279949273543	-2.20138176172322
-1.95279949273543	-2.556638307335
-1.95279949273543	-0.571216992394069
-1.95279949273543	-1.87928392556156
-1.95279949273543	-1.55052771636069
-1.95279949273543	-2.47911700894643
-1.95279949273543	-1.72746571454529
-1.95279949273543	-2.37957712094603
-1.95279949273543	-1.91185914557079
-1.95279949273543	-1.96716808206143
-1.95279949273543	-2.35307688890741
-1.95279949273543	-1.35852473436648
-1.95279949273543	-2.16933414632749
-1.95279949273543	-1.00339321100925
-1.95279949273543	-0.861219236376166
-1.95279949273543	-3.18718770787652
-1.95279949273543	-1.30431803720097
-1.95279949273543	-0.611579171625584
-1.95279949273543	-0.893762262600901
-1.95279949273543	-2.27823115313207
-1.95279949273543	-1.29942989812052
-1.95279949273543	-2.33130788234179
-1.95279949273543	-1.91094179345035
-1.95279949273543	-2.41988146915783
-1.95279949273543	-1.33888062668932
-1.95279949273543	-1.88020843712828
-1.95279949273543	-2.69974223663114
-1.95279949273543	-2.87680457151778
-1.95279949273543	-2.09725901476775
-1.95279949273543	-0.698827191797659
-1.95279949273543	-1.9639134324452
-1.95279949273543	-0.952937012332441
-1.95279949273543	-2.11899320369278
-1.95279949273543	-1.79489316033654
-1.95279949273543	-2.32288380702699
-1.95279949273543	-1.39817605506018
-1.95279949273543	-0.98369119983553
-1.95279949273543	-0.878923421679644
-1.95279949273543	-1.89481389744914
-1.95279949273543	-1.21287397831776
-1.95279949273543	-0.639098439604241
-1.95279949273543	-1.65811058996395
