"truth"	"bias"	"biasPercent"	"sd"	"RMSE"	"coverage"	"widthCI"	"num.sim"	"sdBoot"
"truncate.aug rest0.05"	0.75	-0.000485845003348666	-0.000647793337798222	0.162733551100392	0.162571462076846	0.948	0.643673017559056	500	0.164202300397718
"truncate pencomp0.05"	0.75	-0.00228084761395207	-0.0030411301519361	0.139852697104986	0.139731390888383	0.956	0.570935211430443	500	0.145232760992888
"truncate0.06"	0.75	-0.441139161232192	-0.58818554830959	0.242568122612551	0.503314389911717	0.632	1.05098632990887	500	0.268108757629815
"truncate rest0.06"	0.75	-0.461239934254618	-0.614986579006158	0.208830193881956	0.506226339425584	0.424	0.854334344799037	500	0.217942434897713
"truncate.aug0.06"	0.75	-0.00404506634043299	-0.00539342178724399	0.159203853196621	0.159096001522994	0.958	0.637877640547005	500	0.162723887894644
"truncate.aug rest0.06"	0.75	-0.00359485756494278	-0.00479314341992371	0.159309560397783	0.159190765947586	0.958	0.640210293941208	500	0.163318952536022
"truncate pencomp0.06"	0.75	-0.00254458063354909	-0.00339277417806545	0.139092242837669	0.138976377863932	0.956	0.567890846168065	500	0.144482184498064
"truncate0.07"	0.75	-0.439916560525465	-0.586555414033954	0.233085891272154	0.497741855653379	0.62	1.02638274958494	500	0.261832334077792
"truncate rest0.07"	0.75	-0.458373129743535	-0.61116417299138	0.200800318133806	0.500345932628612	0.412	0.828497035612154	500	0.211351284594937
"truncate.aug0.07"	0.75	-0.00557456576842017	-0.00743275435789356	0.157226338787067	0.15716792659024	0.956	0.635901835763052	500	0.162219856062003
"truncate.aug rest0.07"	0.75	-0.00515919219102957	-0.00687892292137276	0.157599761044991	0.15752659006066	0.952	0.638730177296227	500	0.162941371759242
"truncate pencomp0.07"	0.75	-0.002472517513303	-0.00329669001773733	0.138821327101044	0.138704475339596	0.958	0.567228560264447	500	0.144333833661897
"truncate0.08"	0.75	-0.435010505827895	-0.580014007770527	0.224289994163725	0.489325586557295	0.606	1.00834007340231	500	0.257229610561815
"truncate rest0.08"	0.75	-0.454018090230568	-0.605357453640757	0.189024646015604	0.491722769885973	0.396	0.811326902265982	500	0.20697114853724
"truncate.aug0.08"	0.75	-0.00715560214272703	-0.00954080285696938	0.155422358343723	0.155431656673289	0.956	0.637303381917141	500	0.162577393346209
"truncate.aug rest0.08"	0.75	-0.00561858092090589	-0.00749144122787453	0.156073855133945	0.156018904660377	0.954	0.640701035602937	500	0.163444141735443
"truncate pencomp0.08"	0.75	-0.00238294757274383	-0.00317726343032511	0.13902294918905	0.138904298276018	0.96	0.568805576602513	500	0.144751753039504
"truncate0.09"	0.75	-0.435604005750416	-0.580805341000554	0.222033219094103	0.488826147731825	0.608	0.992364951874797	500	0.253154324457856
"truncate rest0.09"	0.75	-0.451236324992112	-0.601648433322816	0.181185572086837	0.486185948071061	0.38	0.800340061411621	500	0.204168383013169
"truncate.aug0.09"	0.75	-0.0035520570333871	-0.00473607604451613	0.152821646638194	0.152710064760038	0.958	0.639720031554175	500	0.163193885600555
"truncate.aug rest0.09"	0.75	-0.00285736214214697	-0.00380981618952929	0.154141008496114	0.154013298508961	0.956	0.64369365964786	500	0.164207566236699
"truncate pencomp0.09"	0.75	-0.00220105320068726	-0.00293473760091635	0.13936973377099	0.139247691116248	0.964	0.571185390951637	500	0.14537255602539
"truncate0.1"	0.75	-0.42876356249058	-0.57168474998744	0.228312037328881	0.485654533733702	0.608	0.981153347278505	500	0.250294221244517
"truncate rest0.1"	0.75	-0.44559974987276	-0.594132999830347	0.182915560803492	0.481612212538214	0.384	0.793011957808149	500	0.202298968828609
"truncate.aug0.1"	0.75	-0.000587910443400169	-0.000783880591200225	0.156486951574666	0.156331491772435	0.956	0.641926456510691	500	0.16375674910987
"truncate.aug rest0.1"	0.75	-8.03849633492609e-05	-0.000107179951132348	0.158272530517091	0.158114199204857	0.964	0.646623604203656	500	0.164955001072361
"truncate pencomp0.1"	0.75	-0.00201087147384998	-0.00268116196513331	0.140002626886989	0.139877009076801	0.966	0.574694092194062	500	0.146278852934852
"truncateQ0"	0.75	0.306878983045077	0.409171977393437	0.637177208300376	0.706652329949238	0.922	1.70426363630974	500	0.434761131711668
"truncateQ rest0"	0.75	0.0380090901221254	0.0506787868295005	0.621704612469929	0.622244552284681	0.838	1.58396863677698	500	0.404073631830862
"truncateQ.aug0"	0.75	-0.0103941532575679	-0.0138588710100905	0.261086710200985	0.261032519286444	0.912	0.804857771785543	500	0.205320860149373
"truncateQ.aug rest0"	0.75	-0.0110843661391287	-0.0147791548521715	0.238886719011548	0.238904989407438	0.924	0.735435297618861	500	0.187611045310934
"truncateQ pencomp0"	0.75	-0.00464911295123011	-0.00619881726830681	0.152969447274807	0.152887104581107	0.946	0.614753598565073	500	0.156267600123422
"truncateQ0.005"	0.75	-0.316091466128232	-0.421455288170977	0.292289592249995	0.430320989826534	0.946	1.74712259067975	500	0.445694538438711
"truncateQ rest0.005"	0.75	-0.384837087584449	-0.513116116779266	0.274238910726792	0.472394062385193	0.752	1.44466381870209	500	0.36853668844441
"truncateQ.aug0.005"	0.75	-0.00769120710449302	-0.0102549428059907	0.178827818036022	0.178814385308459	0.974	0.829345154461211	500	0.211567641444187
"truncateQ.aug rest0.005"	0.75	-0.00845054648565522	-0.011267395314207	0.179436945788887	0.179456496162502	0.972	0.772235334629629	500	0.196998809854497
"truncateQ pencomp0.005"	0.75	-0.00315764633374468	-0.00421019511165957	0.147053477467417	0.146940282139237	0.934	0.581172266413581	500	0.147824691272628
"truncateQ0.01"	0.75	-0.356911027577588	-0.475881370103451	0.236521290651938	0.428037285637928	0.902	1.43330913299178	500	0.365640084946883
"truncateQ rest0.01"	0.75	-0.411636819893017	-0.54884909319069	0.224810219479209	0.468917292285497	0.662	1.16737366265768	500	0.297799403739205
"truncateQ.aug0.01"	0.75	-0.0107103256416297	-0.0142804341888396	0.16388146187294	0.164067456717871	0.97	0.780866745664213	500	0.199200700424544
"truncateQ.aug rest0.01"	0.75	-0.00973116222772312	-0.0129748829702975	0.163976782919947	0.164101505430036	0.962	0.742008897657268	500	0.189287984096242
"truncateQ pencomp0.01"	0.75	-0.00243656265185714	-0.00324875020247619	0.144289407178643	0.1441656373602	0.948	0.577867017299273	500	0.147031049139206
"truncateQ0.015"	0.75	-0.377844523945397	-0.503792698593862	0.227911726433341	0.44114209934131	0.84	1.2249265813805	500	0.312481270760332
"truncateQ rest0.015"	0.75	-0.421436501689526	-0.561915335586035	0.205790448260609	0.468906956798913	0.574	1.00029870056156	500	0.255178239939174
"truncateQ.aug0.015"	0.75	-0.00215206642678544	-0.00286942190238059	0.166888312092983	0.166735229288006	0.972	0.748006184138402	500	0.190817904116939
"truncateQ.aug rest0.015"	0.75	-0.00159874317459438	-0.00213165756612584	0.167692852480886	0.167532704172553	0.968	0.724166386850566	500	0.184736323176165
"truncateQ pencomp0.015"	0.75	-0.00207192831064708	-0.00276257108086278	0.143990190469598	0.143861049240205	0.95	0.582392412417879	500	0.148214689118266
"truncateQ0.02"	0.75	-0.382843346224636	-0.510457794966182	0.217563387194481	0.440236513184808	0.788	1.13179722929107	500	0.288723782982416
"truncateQ rest0.02"	0.75	-0.423045153026296	-0.564060204035061	0.196478041367308	0.466362107162553	0.544	0.931886502833288	500	0.237726148681961
"truncateQ.aug0.02"	0.75	-4.81561421585458e-05	-6.42081895447277e-05	0.164469752831487	0.164305207818473	0.972	0.736959611651734	500	0.187999900931565
"truncateQ.aug rest0.02"	0.75	0.000212349261380071	0.000283132348506762	0.167196670777786	0.167029525407772	0.968	0.720585419241106	500	0.183822811030894
"truncateQ pencomp0.02"	0.75	-0.00318863142971788	-0.00425150857295717	0.144937265026367	0.144827361165394	0.96	0.591151872180627	500	0.15046792345249
"truncateQ0.025"	0.75	-0.394331235446205	-0.525774980594941	0.220936934454659	0.451898911258636	0.75	1.09078799721984	500	0.278262244188735
"truncateQ rest0.025"	0.75	-0.427833732552122	-0.570444976736163	0.188837069984339	0.467578680899536	0.52	0.906267683890359	500	0.231190735686316
"truncateQ.aug0.025"	0.75	-0.00245854722306837	-0.00327806296409117	0.166671608695365	0.166523003663935	0.97	0.735201565652283	500	0.187551419809256
"truncateQ.aug rest0.025"	0.75	-0.00322918753183675	-0.00430558337578233	0.167666776537071	0.167530150452207	0.966	0.724953920777807	500	0.184937224688216
"truncateQ pencomp0.025"	0.75	-0.00342508058263785	-0.0045667741101838	0.146314796162032	0.146208531603948	0.96	0.602333305962412	500	0.153333386304913
"truncateQ0.03"	0.75	-0.40079660589505	-0.534395474526733	0.222201157261258	0.458162118552656	0.732	1.07517770328577	500	0.274280026348411
"truncateQ rest0.03"	0.75	-0.436230376249398	-0.581640501665864	0.190467745979432	0.475922627636741	0.51	0.902555499414513	500	0.230243749850641
"truncateQ.aug0.03"	0.75	-0.00493289033741351	-0.00657718711655135	0.170551091202126	0.170451848825105	0.974	0.741260623770501	500	0.189097097900638
"truncateQ.aug rest0.03"	0.75	-0.00547074967262851	-0.00729433289683801	0.170665021891749	0.170582020447341	0.968	0.73456594405269	500	0.187389271442013
"truncateQ pencomp0.03"	0.75	-0.0037612057092873	-0.0050149409457164	0.148106650079026	0.148006267794386	0.962	0.615104411147909	500	0.156600335551121
