"truth"	"bias"	"biasPercent"	"sd"	"RMSE"	"coverage"	"widthCI"	"num.sim"	"sdBoot"
"ATE"	0.75	-0.962658192432089	-1.28354425657612	0.835334448246068	1.27400897508704	0.378	2.11648380973591	500	0.539919339218344
"ATE aug"	0.75	-0.00901651432700326	-0.012022019102671	0.243050544160451	0.242974725873427	0.92	0.764412681512703	500	0.195003235079771
"pencomp"	0.75	-0.000463011681319568	-0.000617348908426091	0.197941042891462	0.19774354484497	0.972	0.949851979965549	500	0.241070418244344
"ATM"	0.75	-0.43465507149139	-0.579540095321853	0.158002993485742	0.462428423901191	0.252	0.652188621481128	500	0.166374648337023
"ATM aug"	0.75	-0.00175906693830936	-0.00234542258441248	0.14448558957528	0.14435175004211	0.95	0.569796830192717	500	0.145356334232836
"pencomp ATM"	0.75	-0.00211668994479535	-0.00282225325972714	0.141249725357517	0.141124279697255	0.974	0.630810758855405	500	0.160653555892841
"pencomp w ATM"	0.75	-0.00173601900958458	-0.00231469201277944	0.141657562548375	0.141526481829706	0.958	0.576744625096179	500	0.146825648210562
"ATO"	0.75	-0.439188364674743	-0.585584486232991	0.156642560940472	0.466234101905758	0.22	0.630578908610491	500	0.160861966482268
"ATO aug"	0.75	-0.00256144010570231	-0.00341525347426975	0.142884463308421	0.14276448749826	0.94	0.556525190874208	500	0.141970711957706
"pencomp ATO"	0.75	-0.00187619500127815	-0.00250159333503753	0.140286565941645	0.140158767297001	0.956	0.563385734757503	500	0.143379153204567
"ATT"	0.75	-0.708217798137261	-0.944290397516347	0.695244942734429	0.991953249369845	0.436	1.73145321508536	500	0.441697248746264
"ATT aug"	0.75	-0.0123186629469848	-0.0164248839293131	0.290902302941562	0.290872224548499	0.904	0.871707845656383	500	0.222374450422547
"pencomp ATT"	0.75	-0.00261939432204179	-0.00349252576272238	0.220425863694257	0.220220906112937	0.986	1.04012450511878	500	0.264192784868759
"pencomp w ATT"	0.75	-0.00212753053611522	-0.00283670738148696	0.220457017211547	0.220246725812482	0.98	0.960774083654151	500	0.244010930960614
"ATC"	0.75	-0.999120989702479	-1.33216131960331	0.790723561805114	1.27367029319029	0.382	2.03380085641074	500	0.518826749084372
"ATC aug"	0.75	-0.00152282544735972	-0.00203043392981296	0.306007498086088	0.305705130320838	0.898	0.968622733717889	500	0.247097636152523
"pencomp ATC"	0.75	0.00139077250246968	0.00185436333662624	0.271457383065556	0.271189356073044	0.976	1.38997315015903	500	0.352704462604316
"pencomp w ATC"	0.75	0.00113749075862914	0.00151665434483886	0.269727801162524	0.269460339255624	0.978	1.3374764912022	500	0.339361926443084
"truncate0.01"	0.75	-0.544103362204319	-0.725471149605758	0.425204662048282	0.690279563206374	0.664	1.65682214678174	500	0.42265871091371
"truncate rest0.01"	0.75	-0.551865983386699	-0.735821311182265	0.418648214809431	0.692439064991979	0.61	1.56743227787909	500	0.399855172928339
"truncate.aug0.01"	0.75	6.07482337135248e-05	8.09976449513664e-05	0.204429028392588	0.204224506082366	0.916	0.712076861746989	500	0.181652260649742
"truncate.aug rest0.01"	0.75	-0.000864154177625686	-0.00115220557016758	0.204971879980778	0.204768628950168	0.918	0.712860127776872	500	0.181852073412467
"truncate pencomp0.01"	0.75	-0.000719710871316879	-0.000959614495089173	0.158822361830006	0.158665092303774	0.948	0.669992990276661	500	0.170214425401548
"truncate0.02"	0.75	-0.47830383709081	-0.637738449454414	0.340570251981828	0.586967359329025	0.662	1.3724696712729	500	0.35011981410023
"truncate rest0.02"	0.75	-0.498183764541905	-0.664245019389207	0.314600321006591	0.589035209903992	0.586	1.23505969494772	500	0.315066248711153
"truncate.aug0.02"	0.75	-0.00475181946013109	-0.00633575928017478	0.185489070587724	0.185364405172795	0.934	0.681448292109734	500	0.173838850027993
"truncate.aug rest0.02"	0.75	-0.006370552437159	-0.008494069916212	0.185803353586305	0.185726746511816	0.934	0.681792236861627	500	0.173926591036129
"truncate pencomp0.02"	0.75	-0.00130052728701792	-0.00173403638269056	0.14915402842934	0.149010475200676	0.952	0.616124243938631	500	0.156603702554879
"truncate0.03"	0.75	-0.45801608716063	-0.610688116214174	0.296725044335222	0.545571623647897	0.656	1.23049890810776	500	0.313902782680551
"truncate rest0.03"	0.75	-0.479425684359059	-0.639234245812079	0.264874197034876	0.547601141705815	0.562	1.06187297666526	500	0.270885963435016
"truncate.aug0.03"	0.75	-0.00493226358531189	-0.00657635144708252	0.174373017410597	0.174268369265767	0.94	0.662474354644748	500	0.168998559858354
"truncate.aug rest0.03"	0.75	-0.00598109761533424	-0.00797479682044565	0.174061105129152	0.173989790823566	0.938	0.662889047922288	500	0.169104348959767
"truncate pencomp0.03"	0.75	-0.00169163298237231	-0.00225551064316307	0.144258001457116	0.1441235992632	0.954	0.59069741756291	500	0.150191610473432
"truncate0.04"	0.75	-0.447243935190926	-0.596325246921235	0.274308632562999	0.524520612570994	0.664	1.14333577722899	500	0.291667290109437
"truncate rest0.04"	0.75	-0.469586439948613	-0.626115253264817	0.240527907090497	0.527493498845975	0.494	0.957786219149625	500	0.244333219170823
"truncate.aug0.04"	0.75	-0.00437814604635529	-0.00583752806180706	0.167061516695182	0.16695178771902	0.946	0.649592658810679	500	0.165712412961908
"truncate.aug rest0.04"	0.75	-0.004134666942349	-0.00551288925646534	0.167784628086808	0.167667747435541	0.944	0.650468073781194	500	0.165935733107447
"truncate pencomp0.04"	0.75	-0.0020005679120118	-0.00266742388268239	0.14141519659938	0.141287874870965	0.96	0.577640355207241	500	0.146908917718205
"truncate0.05"	0.75	-0.438736472801	-0.584981963734666	0.256765111255104	0.508218612684534	0.646	1.08679069737953	500	0.277242524841717
"truncate rest0.05"	0.75	-0.461175512768785	-0.614900683691713	0.222669054666777	0.512020701210347	0.452	0.894043415840886	500	0.22807229995941
"truncate.aug0.05"	0.75	-0.000501208440554337	-0.000668277920739116	0.162268944538959	0.16210736920623	0.954	0.641987288260224	500	0.163772267413322
