"truth"	"bias"	"biasPercent"	"sd"	"RMSE"	"coverage"	"widthCI"	"num.sim"	"sdBoot"
"pencomp"	0.75	-0.0230238412263756	-0.0306984549685008	0.222639147779225	0.223604899339056	0.988	1.20276962637308	500	0.30522699547238
"pencomp ATM"	0.75	-0.04719745167079	-0.0629299355610533	0.140041128716481	0.147647872117881	0.988	0.758693086087363	500	0.193244543086507
"pencomp w ATM"	0.75	-0.0381942053949309	-0.0509256071932412	0.14110711912408	0.146048601345964	0.974	0.675144189922219	500	0.171930561015383
"pencomp ATO"	0.75	-0.037327601209157	-0.0497701349455426	0.139690183420473	0.144456465626801	0.974	0.649851626098337	500	0.165445893160703
"pencomp ATT"	0.75	-0.0231144276894442	-0.0308192369192589	0.238852422204635	0.239730380638846	0.994	1.23257381900964	500	0.31306402045603
"pencomp w ATT"	0.75	-0.0206952967439002	-0.027593728991867	0.240857554610298	0.24150493203441	0.992	1.14748690482209	500	0.29143509089878
"pencomp ATC"	0.75	-0.0223453257788208	-0.0297937677050945	0.32305325675471	0.323502694688292	0.992	1.81709152831277	500	0.461025597869844
"pencomp w ATC"	0.75	-0.0237018412869817	-0.0316024550493089	0.323764067475653	0.324307419474171	0.988	1.77229589046239	500	0.449634765942212
"truncate pencomp0.01"	0.75	-0.0298253835218926	-0.0397671780291901	0.162122119897165	0.164683235633318	0.978	0.760368539429609	500	0.193218517305742
"truncate pencomp0.02"	0.75	-0.0322820922098846	-0.0430427896131794	0.15045841677517	0.153735464957118	0.974	0.693110883792199	500	0.176232782568645
"truncate pencomp0.03"	0.75	-0.0342143047226238	-0.0456190729634984	0.144984803233544	0.148825974312231	0.974	0.665414113734837	500	0.169257110541173
"truncate pencomp0.04"	0.75	-0.0354637114795748	-0.047284948639433	0.142153211090506	0.146372112044617	0.972	0.654240020299181	500	0.16645998360868
"truncate pencomp0.05"	0.75	-0.0364263228523003	-0.0485684304697337	0.140615916129783	0.145121215519372	0.978	0.650615490940251	500	0.165571052521139
"truncate pencomp0.06"	0.75	-0.0370692748404312	-0.0494256997872416	0.139904144325511	0.14459652277095	0.974	0.651775920474988	500	0.165891381126777
"truncate pencomp0.07"	0.75	-0.0378430335757089	-0.0504573781009452	0.139826694652272	0.144722136242239	0.976	0.655203704153589	500	0.166784474839846
"truncate pencomp0.08"	0.75	-0.0385358304267749	-0.0513811072356998	0.140066955236886	0.145136227979489	0.974	0.660603575763136	500	0.168175779688706
"truncate pencomp0.09"	0.75	-0.0392537152456125	-0.05233828699415	0.140780099113623	0.146014562268331	0.974	0.667832721630366	500	0.170029475167742
"truncate pencomp0.1"	0.75	-0.0398590689077201	-0.0531454252102934	0.141811939579226	0.147170480494554	0.974	0.676052319324042	500	0.172133507130862
"truncateQ pencomp0"	0.75	-0.0321542139262662	-0.0428722852350216	0.157449017755127	0.160544405940806	0.972	0.719289554345622	500	0.182858939547593
"truncateQ pencomp0.005"	0.75	-0.0367893128643285	-0.0490524171524379	0.147769338925307	0.152136647499539	0.97	0.670489895150799	500	0.170585664603636
"truncateQ pencomp0.01"	0.75	-0.0398070608796899	-0.0530760811729199	0.144997701239686	0.150222790527745	0.972	0.668603884091298	500	0.170168658040721
"truncateQ pencomp0.015"	0.75	-0.0411916472069453	-0.054922196275927	0.144541603045405	0.150157391628035	0.976	0.679975276137314	500	0.173099248950903
"truncateQ pencomp0.02"	0.75	-0.0416949211467902	-0.0555932281957202	0.145014839632258	0.15075049437922	0.978	0.696518128566674	500	0.177336014016516
"truncateQ pencomp0.025"	0.75	-0.0421125203106093	-0.0561500270808124	0.146292366053975	0.152092464704371	0.98	0.716662557921313	500	0.182483145289835
"truncateQ pencomp0.03"	0.75	-0.0422952136498657	-0.0563936181998209	0.148583608479789	0.154343187828764	0.982	0.738941849381986	500	0.188170217872734
