"truth"	"bias"	"biasPercent"	"sd"	"RMSE"	"coverage"	"widthCI"	"num.sim"	"sdBoot"
"pencomp"	0.1444	-0.00121772474835788	-0.00843299687228448	0.0250420965113678	0.0250466612156601	0.982	0.115971575898998	500	0.0295139205409151
"pencomp ATM"	0.252010687167164	0.000671806996817076	0.00266578772657944	0.0469442757750086	0.0469021195962928	0.988	0.226675525552838	500	0.0577370275653492
"pencomp w ATM"	0.252010687167164	0.000300166153190453	0.00119108501534043	0.0465734627963575	0.0465278342682047	0.998	0.288288645284689	500	0.0735029022770348
"pencomp ATO"	0.242239321653016	0.00145227611564321	0.0059952121139253	0.0435130812080406	0.0434937991633425	1	0.318581492981312	500	0.0812492608218272
"pencomp ATT"	0.254154803266146	-0.00230534025828768	-0.00907061455719795	0.0474353916145308	0.047443974734155	0.998	0.256756712135135	500	0.0653066292085112
"pencomp w ATT"	0.254154803266146	-0.00200177165751061	-0.00787619054129934	0.0475328067775503	0.0475274244461074	0.988	0.232900415198838	500	0.0592686833076873
"pencomp ATC"	0.0716453401844138	-0.00072888378297247	-0.0101734988081058	0.0154759130158809	0.0154776014768711	0.992	0.0802787774480969	500	0.0204650664795616
"pencomp w ATC"	0.0716453401844138	-0.00102942299489497	-0.0143683174962287	0.0146881088279921	0.0147094789698164	0.994	0.0812046432273522	500	0.0206995939876743
"truncate pencomp0.01"	0.176915619477715	0.00676206166265693	0.0382219596134005	0.0327392845036791	0.0333982410651039	0.984	0.14599027076142	500	0.0371529292330183
"truncate pencomp0.02"	0.195765421027772	0.00725484418472309	0.0370588643624346	0.0360126084638908	0.036700775422072	0.976	0.15846226482111	500	0.0403299628368123
"truncate pencomp0.03"	0.210094970363594	0.00675571670944005	0.0321555375540332	0.0381672700687516	0.0387229483865863	0.98	0.167397933337382	500	0.0426072434806141
"truncate pencomp0.04"	0.221680731252094	0.00585007438447931	0.0263896386097114	0.0398031678504735	0.0401913791365144	0.982	0.174779594554906	500	0.0444887443243754
"truncate pencomp0.05"	0.231233705021613	0.00484667946362296	0.0209600908447579	0.0411585808866494	0.0414020654661668	0.98	0.181472236977689	500	0.0461943308765195
"truncate pencomp0.06"	0.239433831535188	0.00368755794600867	0.0154011566467654	0.0423173379134787	0.0424355235329146	0.982	0.187637718745843	500	0.0477654401585366
"truncate pencomp0.07"	0.246087666654005	0.00294062828339661	0.011949515078832	0.0434380463419937	0.043494108071902	0.982	0.193522482905269	500	0.0492648186864778
"truncate pencomp0.08"	0.25193600927286	0.00206408063427146	0.00819287659683436	0.0445487154553142	0.0445519842598047	0.982	0.199096082624978	500	0.0506848970249415
"truncate pencomp0.09"	0.256867080979679	0.00143848263861373	0.00560010505483002	0.0456118230097051	0.0455888884902201	0.982	0.204658337855952	500	0.0521016766412699
"truncate pencomp0.1"	0.261246719592406	0.000708668718463424	0.00271264159630054	0.0466908567805814	0.0466495256786549	0.984	0.210108732398245	500	0.0534898121835643
"truncateQ pencomp0"	0.146874984106641	0.0506699993466869	0.344987266925573	0.0394931065969254	0.0642186490945739	0.696	0.148678013611408	500	0.0378499884195887
"truncateQ pencomp0.005"	0.207908578876321	0.0105165011528952	0.0505823338783496	0.0447863309806665	0.0459608595255053	0.942	0.16692050752226	500	0.0424985617393467
"truncateQ pencomp0.01"	0.221858370855506	0.00502786132400771	0.0226624819456658	0.0478838036280202	0.0480994004336902	0.944	0.179647284108511	500	0.0457405267328247
"truncateQ pencomp0.015"	0.227215645908389	0.00344428065362842	0.015158642090242	0.0498049788680309	0.0498742209706164	0.938	0.189029954432087	500	0.0481319836985648
"truncateQ pencomp0.02"	0.22969754840491	0.00257545853153406	0.0112123901600989	0.0514427325328728	0.0514557577695193	0.946	0.197144782730266	500	0.0502009109906043
