"truth"	"bias"	"biasPercent"	"sd"	"RMSE"	"coverage"	"widthCI"	"num.sim"	"sdBoot"
"truncateQ rest0"	0.146874984106641	0.0997429101236704	0.679100738157362	0.0627646784727534	0.117814150992142	0.6	0.223952175815597	500	0.0571306570958155
"truncateQ.aug0"	0.146874984106641	0.0720373962638962	0.490467431891549	0.0630289919278229	0.0956770347380827	0.728	0.234253098544676	500	0.059758443506295
"truncateQ.aug rest0"	0.146874984106641	0.0561080726249351	0.382012450698869	0.0552438762855482	0.0787013208847465	0.77	0.206604361185015	500	0.0527051941798507
"truncateQ pencomp0"	0.146874984106641	0.0507857294798228	0.345775216853465	0.039215985026131	0.0641405333108818	0.688	0.141519165885147	500	0.0360310467344799
"truncateQ0.005"	0.207908578876321	0.0307554005534405	0.147927520449919	0.0595027984930791	0.0669282939096278	0.966	0.279849255445661	500	0.0713901161851176
"truncateQ rest0.005"	0.207908578876321	0.0212537812679117	0.102226571807578	0.0520618201084577	0.0561848330509545	0.962	0.233211539937809	500	0.0594927397800533
"truncateQ.aug0.005"	0.207908578876321	0.0189449314586214	0.0911214513658488	0.0579121985638752	0.0608771346647374	0.968	0.260873551377244	500	0.0665493753513377
"truncateQ.aug rest0.005"	0.207908578876321	0.0145014150146612	0.069748997819314	0.0545831061362069	0.0564238237090763	0.966	0.234444351629192	500	0.0598072325584672
"truncateQ pencomp0.005"	0.207908578876321	0.0107898592981974	0.0518971336176366	0.0443637018150738	0.0456138446782795	0.924	0.158485992660174	500	0.0403554439386162
"truncateQ0.01"	0.221858370855506	0.0217620106635461	0.0980896532307067	0.0626928220207788	0.0663031994792369	0.962	0.269502227614821	500	0.068750568269087
"truncateQ rest0.01"	0.221858370855506	0.0134651834392016	0.0606926995239291	0.0557907614210442	0.0573384252214111	0.952	0.232536740630409	500	0.0593205970995942
"truncateQ.aug0.01"	0.221858370855506	0.013322807537234	0.0600509572204109	0.0602275070717072	0.061624630656342	0.962	0.261431373854568	500	0.0666916770037164
"truncateQ.aug rest0.01"	0.221858370855506	0.00930409214113159	0.0419370795217426	0.0570503128789777	0.0577476826700495	0.956	0.239344751853461	500	0.0610573346564953
"truncateQ pencomp0.01"	0.221858370855506	0.00563131633608915	0.0253824830425568	0.0473221904570598	0.0476090606283304	0.932	0.170219375506561	500	0.0433451410719073
"truncateQ0.015"	0.227215645908389	0.0153542788226783	0.0675757990225243	0.0618792044382607	0.0636956179669589	0.964	0.269365828400192	500	0.0687157725510694
"truncateQ rest0.015"	0.227215645908389	0.0100383370515005	0.0441797791317059	0.0562641281920688	0.0570971893155053	0.96	0.238301265283782	500	0.0607911391030056
"truncateQ.aug0.015"	0.227215645908389	0.00873584307915967	0.038447365911949	0.0590177360476624	0.0596023651893016	0.98	0.263304286641404	500	0.0671694608779092
"truncateQ.aug rest0.015"	0.227215645908389	0.00700097193074701	0.0308120151794904	0.056782660999364	0.0571562390029598	0.968	0.244780280609182	500	0.0624439491349955
"truncateQ pencomp0.015"	0.227215645908389	0.00445509092606045	0.0196073246111612	0.0492177579969558	0.0493699378367228	0.926	0.178541986642496	500	0.0454676869794619
"truncateQ0.02"	0.22969754840491	0.0134066798390658	0.0583666649129078	0.0633392370246802	0.0646805557589149	0.964	0.272758736819758	500	0.0695813104132035
"truncateQ rest0.02"	0.22969754840491	0.00840445916318724	0.0365892419033219	0.0583221518774035	0.0588668445445939	0.962	0.245635484319159	500	0.0626621133467243
"truncateQ.aug0.02"	0.22969754840491	0.00749989881026221	0.0326511922410309	0.0598353506306642	0.0602441460134386	0.976	0.267999408825374	500	0.0683671961289221
"truncateQ.aug rest0.02"	0.22969754840491	0.00592670859796188	0.0258022283612461	0.0580853091372239	0.0583290768493458	0.966	0.251085755633713	500	0.0640524886820696
"truncateQ pencomp0.02"	0.22969754840491	0.00395779103542808	0.0172304452655772	0.0508135671173477	0.0509167818686819	0.928	0.186168492677581	500	0.0474125549764677
