estimate0 std0 lowerCI0 upperCI0 estimate0.005 std0.005 lowerCI0.005 upperCI0.005 estimate0.01 std0.01 lowerCI0.01 upperCI0.01 estimate0.015 std0.015 lowerCI0.015 upperCI0.015 estimate0.02 std0.02 lowerCI0.02 upperCI0.02 estimate0.025 std0.025 lowerCI0.025 upperCI0.025 estimate0.03 std0.03 lowerCI0.03 upperCI0.03
0.209042074329146 0.034130218712721 0.142146845652213 0.275937303006079 0.227591539310326 0.0377638681725599 0.153574357692109 0.301608720928543 0.214166599006741 0.0418672472895526 0.132106794319218 0.296226403694264 0.220671698426867 0.0436613571150309 0.135095438481407 0.306247958372328 0.21056364653189 0.0480942207833194 0.116298973796584 0.304828319267196 0.194342236787644 0.0498567569706422 0.0966229931251856 0.292061480450103 0.191850900913162 0.0498436665669233 0.0941573144419921 0.289544487384332
0.193674874302278 0.0401280383865584 0.115023919064624 0.272325829539933 0.222618016043367 0.0453779471730324 0.133677239584224 0.311558792502511 0.216571265246321 0.0460628262934845 0.126288125711091 0.306854404781551 0.221216114296488 0.0478740506501862 0.127382975022123 0.315049253570853 0.197420749758152 0.050681053793469 0.0980858843229526 0.296755615193351 0.193814822483919 0.0537776201783136 0.0884106869344239 0.299218958033413 0.186326828218348 0.0565952225460567 0.0754001920280768 0.297253464408619
0.19094968446212 0.0409361719824081 0.1107147873766 0.27118458154764 0.192649981054045 0.0474312884861329 0.0996846556212242 0.285615306486865 0.196535565690248 0.0521292341797264 0.0943622666979842 0.298708864682512 0.202812935727387 0.0558410993017139 0.0933643810960278 0.312261490358746 0.178863021322249 0.0594635087324322 0.0623145442066816 0.295411498437816 0.193352618894381 0.0593626929789324 0.0770017406556732 0.309703497133088 0.187803579243499 0.0590901804979029 0.0719868254676093 0.303620333019389
0.236179748110256 0.0443177927181045 0.149316874382771 0.323042621837741 0.276327887960324 0.0488711445858432 0.180540444572071 0.372115331348577 0.300485468939401 0.0532324463142438 0.196149874163483 0.404821063715319 0.284227383744734 0.0549777600693596 0.176470974008789 0.391983793480679 0.283650011624166 0.0574805060250583 0.170988219815051 0.39631180343328 0.303342680976936 0.0597314262764072 0.186269085475178 0.420416276478694 0.283608268981818 0.0650493411632634 0.156111560301821 0.411104977661814
0.177289192409353 0.0339279151953327 0.110790478626501 0.243787906192205 0.177810282909472 0.04249394048104 0.0945221595666338 0.261098406252311 0.161938557590326 0.0489696237868836 0.0659580949680343 0.257919020212618 0.149294138260899 0.05252882291084 0.046337645355653 0.252250631166146 0.158644584568862 0.051713117866953 0.0572868735496345 0.26000229558809 0.183975689701963 0.0519720482029276 0.0821104752242246 0.285840904179701 0.174518571861016 0.0509900237103668 0.074578125388697 0.274459018333335
0.139103760924577 0.0565903131837391 0.0281867470844488 0.250020774764706 0.220988608099771 0.0540280199136526 0.115093689069012 0.32688352713053 0.223895236671023 0.0532878730273051 0.119451005537505 0.328339467804541 0.237175797175025 0.0556372627841359 0.128126762118119 0.346224832231931 0.259695368285515 0.0560661439497266 0.149805726144051 0.369585010426979 0.242944561485797 0.0568637688481894 0.131491574543345 0.354397548428248 0.24045833821306 0.0553738486554986 0.131925594848282 0.348991081577837
0.198041336544498 0.0352246850525942 0.129000953841413 0.267081719247583 0.235839747971717 0.0429531280582885 0.151651616977471 0.320027878965962 0.251136057153384 0.0472909953055604 0.158445706354486 0.343826407952282 0.251805683637396 0.0527442469525585 0.148426959610382 0.355184407664411 0.272915342439833 0.0568790561426987 0.161432392400144 0.384398292479523 0.270125535040566 0.0592955600640226 0.153906237315082 0.38634483276605 0.309720511058241 0.0617468118369893 0.188696759857742 0.43074426225874
0.11975855346374 0.0356432519259431 0.0498977796888913 0.189619327238588 0.13534877977266 0.0391406146483297 0.058633175061934 0.212064384483386 0.140951116471594 0.0411812774446955 0.060235812679991 0.221666420263198 0.145424307612321 0.0429689663497732 0.0612051335667653 0.229643481657876 0.140598776883742 0.0455278098886632 0.0513642695019621 0.229833284265522 0.148228016812164 0.0482789020918821 0.0536013687120754 0.242854664912253 0.170292744769601 0.0522738156171338 0.0678360661600184 0.272749423379183
0.196506018794174 0.0416950267218245 0.114783766419398 0.27822827116895 0.196824109474285 0.048536010688203 0.101693528525408 0.291954690423163 0.185378271764233 0.0525607408379212 0.0823592197219073 0.288397323806559 0.164993406146981 0.0538061131236177 0.0595334244246906 0.270453387869272 0.188852172774532 0.0548501190464121 0.0813459394435639 0.296358406105499 0.200400137180199 0.0569025401779338 0.0888711584314489 0.31192911592895 0.211468821706988 0.059950763538568 0.0939653251713947 0.328972318242581
0.209415100015442 0.0344170173537504 0.141957746002091 0.276872454028793 0.225723395899152 0.0374539798276504 0.152313595436957 0.299133196361347 0.247435722565927 0.0386797522137184 0.171623408227039 0.323248036904815 0.260641279191453 0.0405422196054144 0.181178528764841 0.340104029618066 0.255436837715247 0.0428238070305981 0.171502175935275 0.33937149949522 0.262716737763442 0.0447051060058746 0.175094729991928 0.350338745534956 0.256756622969723 0.0464115201363169 0.165790043502542 0.347723202436904
