estimate std_1 lowerCI_1 upperCI_1 std_2 lowerCI_2 upperCI_2 std_3 lowerCI_3 upperCI_3
0.263188775510204 0.0524304610871676 0.160240122777177 0.366137428243231 0.0557669101704376 0.153732431615092 0.372645119405316 0.0620308772122893 0.141497767579848 0.384879783440561
0.272086237639812 0.10125414511379 0.0727205956732089 0.471451879606415 0.103429220417156 0.0685141239747317 0.475658351304892 0.106294348734049 0.0629661704174935 0.48120630486213
0.221333333333333 0.0644419360857287 0.0946540176919987 0.348012648974668 0.0664733346884868 0.090706044998473 0.351960621668194 0.072686498242419 0.0786090763716273 0.364057590295039
0.25497461928934 0.063400389310954 0.130381709184998 0.379567529393682 0.0660527025880176 0.125221613853645 0.384727624725035 0.0700957396341537 0.117345203922618 0.392604034656063
0.247710526315789 0.0496220717086597 0.150300821211623 0.345120231419956 0.0528375245701432 0.144024827846054 0.351396224785525 0.0596970026578694 0.130619188960763 0.364801863670816
0.240869565217391 0.0873060065884326 0.0690036437373134 0.412735486697469 0.0890701210917964 0.0655899212005408 0.416149209234242 0.0930765904873423 0.0578250093822492 0.423914121052533
0.290315789473684 0.050847631756563 0.190484459642652 0.390147119304716 0.0551021247963584 0.182182671017121 0.398448907930247 0.0607272572855573 0.171191785430116 0.409439793517252
0.144417989417989 0.0809655198705207 -0.0149378832939034 0.303773862129882 0.0818183469712971 -0.0165886634011019 0.305424642237081 0.08931923507138 -0.0311401724934773 0.319976151329456
0.228935185185185 0.0865062708032611 0.0586347448146523 0.399235625555718 0.088063571708894 0.0556218593616421 0.402248511008728 0.0921969180399509 0.047612588348646 0.410257782021724
0.285889423076923 0.0552653387084026 0.177328391562734 0.394450454591113 0.0587879438537472 0.170465419467919 0.401313426685928 0.0636105584426529 0.161055838673112 0.410723007480735
0.311052631578947 0.0472191556341968 0.218401239287309 0.403704023870586 0.0523818593133375 0.208310252633037 0.413795010524858 0.0563868867369167 0.200475590227936 0.421629672929958
0.184577464788732 0.0642717648019592 0.0581821119763041 0.310972817601161 0.0656131405586417 0.0555787056706216 0.313576223906843 0.0727246215702965 0.0417468353462018 0.327408094231263
0.24954128440367 0.0561154700995095 0.139295409176202 0.359787159631137 0.0586815501656078 0.134298908577774 0.364783660229566 0.0638355947887601 0.124248297962076 0.374834270845263
0.112401960784314 0.0930477956933405 -0.0707816538770091 0.295585575445637 0.0935720330337288 -0.0717954695786805 0.296599391147308 0.0988349080904864 -0.0819888895455987 0.306792811114226
0.26752358490566 0.0451698744606465 0.178877013758391 0.356170156052929 0.0488089316612988 0.171768526558207 0.363278643253113 0.0549878811083747 0.159685482938449 0.375361686872872
0.320287958115183 0.0498635671013424 0.222417143026835 0.418158773203531 0.0550428654966141 0.212301875670671 0.428274040559696 0.0584915184392319 0.205559998116392 0.435015918113975
0.180263157894737 0.0784456423549372 0.0258717130398861 0.334654602749588 0.0795818949459531 0.0236718971894397 0.336854418600034 0.0857617237019218 0.0116834629535673 0.348842852835906
0.165 0.0832865497941287 0.00110827408224454 0.328891725917756 0.0843053940431558 -0.000865113609922197 0.330865113609922 0.0896608533829493 -0.0112549839475124 0.341254983947512
0.285820512820513 0.0811922262816512 0.126063865154718 0.445577160486308 0.0838922804842049 0.120830342172646 0.450810683468379 0.0865669185016059 0.115639059753446 0.45600196588758
0.249340659340659 0.0614963441683826 0.128515292431426 0.370166026249893 0.0643150592868966 0.123027893564571 0.375653425116747 0.069906545796508 0.112125888185382 0.386555430495937
0.3089592760181 0.0507465191089893 0.209322747148754 0.408595804887446 0.0548938867403101 0.201230901813271 0.416687650222928 0.0577762227743171 0.195601342527209 0.42231720950899
0.241153846153846 0.0607067411803127 0.121846739660962 0.36046095264673 0.063060476064698 0.117268564436354 0.365039127871339 0.0682984637691572 0.107063967437604 0.375243724870089
0.226894736842105 0.0497402678283297 0.129232775823242 0.324556697860969 0.0524595282281718 0.123928679254901 0.329860794429309 0.0611051360072324 0.107037743062504 0.346751730621706
0.272765957446809 0.0499853966861698 0.174636285572121 0.370895629321496 0.0538619163055251 0.167070638347886 0.378461276545731 0.0601722703537786 0.154738778365627 0.39079313652799
0.291455399061033 0.0450888711558155 0.202978426826044 0.379932371296021 0.049355621460086 0.194640582622672 0.388270215499394 0.0546751282770223 0.184235596790718 0.398675201331347
0.274088541666667 0.061400482473429 0.153422018239588 0.394755065093745 0.0646080915733405 0.147181226165053 0.40099585716828 0.0699607751281204 0.13674929315142 0.411427790181913
0.346616915422886 0.0744838052443445 0.200104621573561 0.49312920927221 0.0785275410234737 0.192256599364406 0.500977231481365 0.0800422780852255 0.189312879351802 0.503920951493969
0.254951923076923 0.0621013832609657 0.132876504110154 0.377027342043692 0.0646672080009325 0.127888770649155 0.382015075504691 0.0699412789613065 0.117618546327931 0.392285299825915
0.267328042328042 0.0538055838011038 0.161664665083739 0.372991419572345 0.0572865829912593 0.154877485382213 0.379778599273872 0.063029455971117 0.143664313605309 0.390991771050775
0.274321608040201 0.0569170866001061 0.162521417645976 0.386121798434426 0.0602277078221101 0.156070992065633 0.392572224014769 0.0644022667417973 0.147926680435359 0.400716535645043
0.260408163265306 0.0580684475627306 0.146307193643146 0.374509132887466 0.0610648518723358 0.140474938062874 0.380341388467738 0.0669232146052979 0.129052545398199 0.391763781132413
0.30631067961165 0.0511666285468885 0.205826264682654 0.406795094540647 0.0555038998103543 0.197368699468428 0.415252659754873 0.060010261497322 0.18856908035448 0.424052278868821
0.31 0.0574609065815697 0.197100616856824 0.422899383143176 0.0615845519199083 0.189070755327879 0.430929244672121 0.0655858657423677 0.181267247858898 0.438732752141102
0.284665178571429 0.0619036857611131 0.162933062037951 0.406397295104906 0.0648561821947209 0.157199056235778 0.412131300907079 0.069476825056575 0.148208302011715 0.421122055131142
0.167546012269939 0.0736448483753823 0.0226568714512177 0.31243515308866 0.0749783844696035 0.020072039482779 0.315019985057098 0.0848131744055025 0.000957121296024432 0.334134903243853
0.222512195121951 0.065513476812681 0.0936833612167358 0.351341029027167 0.0674447799115259 0.0899336714303888 0.355090718813514 0.0737465750848696 0.0776741252143264 0.367350265029576
0.181731843575419 0.0744055456102004 0.0353996965775331 0.328063990573305 0.0757868137114738 0.0327194147717085 0.33074427237913 0.082622274531049 0.0194304429882239 0.344033244162614
0.183428571428571 0.0596886066854457 0.0660708326104645 0.300786310246678 0.0611150221517664 0.0633005284943128 0.30355661436283 0.0685138650282001 0.048899393066993 0.31795774979015
0.272351351351351 0.0527277334882046 0.168811936168461 0.375890766534242 0.0564751253953764 0.161503544244808 0.383199158457894 0.0624950109319837 0.149746397832505 0.394956304870198
0.313387096774194 0.057541007319201 0.20036189066032 0.426412302888067 0.062044728543489 0.191584828032126 0.435189365516261 0.0656242504677658 0.18459963174811 0.442174561800277
0.269473684210526 0.0541481246758551 0.163109981023493 0.37583738739756 0.0573397055514759 0.156891834993577 0.382055533427476 0.0619226566690083 0.14795029580862 0.390997072612433
0.212286432160804 0.0567465769566006 0.100795406598233 0.323777457723375 0.0587940399663581 0.0968097436357018 0.327763120685906 0.065318513183816 0.0840877841929229 0.340485080128685
0.2256 0.0549817630797411 0.117613528022259 0.333586471977741 0.0573255115228533 0.113046317422753 0.338153682577247 0.0639082488522161 0.100199503235002 0.351000496764998
0.181820512820513 0.0729201735751816 0.0383863440706174 0.325254681570408 0.0742131498027547 0.0358786355285891 0.327762390112437 0.0805151725114362 0.0236328347489467 0.340008190892079
0.351764705882353 0.0550278361981484 0.243686762505003 0.459842649259703 0.0603591620649784 0.233292262335259 0.470237149429447 0.0625455591678607 0.229024310443508 0.474505101321197
0.268592964824121 0.061090961522893 0.148540645832505 0.388645283815736 0.0640846991661368 0.142715432426814 0.394470497221428 0.068827941390011 0.133471766785796 0.403714162862445
0.270304568527919 0.0534836578047393 0.165273887254483 0.375335249801355 0.056916819684826 0.158579927248848 0.382029209806989 0.0624139109675068 0.147846897200862 0.392762239854976
0.295959595959596 0.047410889980339 0.202897571413837 0.389021620505355 0.0519204613685539 0.194092038758424 0.397827153160768 0.0572872760404732 0.183600215468698 0.408318976450494
0.202716346153846 0.0756003549036227 0.0539292934136108 0.351503398894082 0.0770413721968601 0.0511388849768565 0.354293807330836 0.0831034419062554 0.0393756192574 0.366057073050292
0.281915422885572 0.053289017404431 0.177256587911586 0.386574257859558 0.0569494458825801 0.170121082175229 0.393709763595915 0.0622508719804459 0.15977166272818 0.404059183042964
