estimate0.01 std_10.01 lowerCI_10.01 upperCI_10.01 std_20.01 lowerCI_20.01 upperCI_20.01 std_30.01 lowerCI_30.01 upperCI_30.01 estimate0.02 std_10.02 lowerCI_10.02 upperCI_10.02 std_20.02 lowerCI_20.02 upperCI_20.02 std_30.02 lowerCI_30.02 upperCI_30.02 estimate0.03 std_10.03 lowerCI_10.03 upperCI_10.03 std_20.03 lowerCI_20.03 upperCI_20.03 std_30.03 lowerCI_30.03 upperCI_30.03 estimate0.04 std_10.04 lowerCI_10.04 upperCI_10.04 std_20.04 lowerCI_20.04 upperCI_20.04 std_30.04 lowerCI_30.04 upperCI_30.04 estimate0.05 std_10.05 lowerCI_10.05 upperCI_10.05 std_20.05 lowerCI_20.05 upperCI_20.05 std_30.05 lowerCI_30.05 upperCI_30.05 estimate0.06 std_10.06 lowerCI_10.06 upperCI_10.06 std_20.06 lowerCI_20.06 upperCI_20.06 std_30.06 lowerCI_30.06 upperCI_30.06 estimate0.07 std_10.07 lowerCI_10.07 upperCI_10.07 std_20.07 lowerCI_20.07 upperCI_20.07 std_30.07 lowerCI_30.07 upperCI_30.07 estimate0.08 std_10.08 lowerCI_10.08 upperCI_10.08 std_20.08 lowerCI_20.08 upperCI_20.08 std_30.08 lowerCI_30.08 upperCI_30.08 estimate0.09 std_10.09 lowerCI_10.09 upperCI_10.09 std_20.09 lowerCI_20.09 upperCI_20.09 std_30.09 lowerCI_30.09 upperCI_30.09 estimate0.1 std_10.1 lowerCI_10.1 upperCI_10.1 std_20.1 lowerCI_20.1 upperCI_20.1 std_30.1 lowerCI_30.1 upperCI_30.1
0.172168751349236 0.0284931528570738 0.116223468538924 0.228114034159549 0.0296495457950857 0.113968222618952 0.23036928007952 0.0354946342991416 0.102549010405447 0.241788492293025 0.187471957335301 0.0310382043212544 0.126526307861396 0.248417606809205 0.032408344119674 0.12385451072222 0.251089403948381 0.0379040333990386 0.113120043502667 0.261823871167935 0.199401463147236 0.0325880531511745 0.135414949763872 0.2633879765306 0.0341531968789461 0.132362465096665 0.266440461197807 0.0393614568980078 0.122189166232471 0.276613760062001 0.208807322776986 0.0335616771043463 0.142912877691381 0.274701767862591 0.0353000543448489 0.139521885857942 0.27809275969603 0.0401772785038878 0.129994465896822 0.287620179657151 0.21705447388059 0.0347619926009325 0.148802717362393 0.285306230398787 0.0366466972631029 0.145126303340606 0.288982644420574 0.0411277210883708 0.136373523889292 0.297735423871889 0.225393683271267 0.035835756094763 0.155035205717633 0.295752160824902 0.0378863239595076 0.151034909913598 0.299752456628937 0.0419983534540595 0.143002888268894 0.307784478273641 0.233592152867406 0.0373570747809296 0.160243002389428 0.306941303345384 0.0395567120523279 0.155952434455292 0.31123187127952 0.043291372920069 0.148658749245337 0.318525556489475 0.241379128001012 0.0385719277399943 0.165644710111563 0.317113545890462 0.0409378412494026 0.161029698122998 0.321728557879027 0.0443350519829021 0.154395301152832 0.328362954849193 0.248099945748565 0.0393971653168754 0.170750062659962 0.325449828837168 0.041944049049177 0.165781065484982 0.330418826012148 0.0450802311761437 0.159655698952959 0.336544192544171 0.254091206971595 0.0401913764820627 0.175186543668525 0.332995870274665 0.0429116284405574 0.16987835774061 0.33830405620258 0.0458091786402762 0.164218443482745 0.343963970460445
0.170482706235157 0.0294189054186882 0.112719688671289 0.228245723799024 0.0305792988814234 0.110456671120695 0.230508741349618 0.0362295215434959 0.0994190435726633 0.24154636889765 0.185557926751641 0.031507271148597 0.123699188420494 0.247416665082787 0.0329112289328585 0.120960455326485 0.250155398176796 0.0380935717880216 0.110836188690458 0.260279664812824 0.195891001611363 0.033519991279355 0.130079695859976 0.261702307362751 0.0351020570952821 0.126993575254617 0.264788427968109 0.0399135134420775 0.117594882924698 0.274187120298028 0.204140768350223 0.0356543095242511 0.134135115590294 0.274146421110152 0.0373849431678095 0.13075966941467 0.277521867285776 0.0418704516424451 0.121999386369609 0.286282150330836 0.211902001880852 0.0375322764540216 0.138206591408224 0.285597412353481 0.0394128487196686 0.134538986463875 0.289265017297829 0.0436185981582431 0.126326137369564 0.29747786639214 0.218561067397093 0.0392024619073085 0.141584459196872 0.295537675597313 0.0412224077703065 0.137645233608385 0.2994769011858 0.0451353088155228 0.13000504519318 0.307117089601005 0.223342223282202 0.0408941474392428 0.143039676167493 0.303644770396912 0.0430158460699225 0.138902596299462 0.307781850264943 0.0466563253314083 0.131795574511903 0.314888872052502 0.227158456139989 0.0423306731989374 0.144033196492126 0.310283715787852 0.0445470306614657 0.139711786400712 0.314605125879266 0.0479043739215616 0.133158212376879 0.321158699903099 0.230180054861371 0.0436515730284637 0.144459620615874 0.315900489106868 0.0459570320039096 0.13996464990469 0.320395459818052 0.0490525453229431 0.133922690386722 0.32643741933602 0.232013241392381 0.0448853579966571 0.143869214102654 0.320157268682108 0.047260442002575 0.139238599426083 0.324787883358678 0.0501377053449687 0.133623007551425 0.330403475233337
0.161032927580521 0.0353619508434973 0.0915509502584395 0.230514904902603 0.0363030552279592 0.0897196302458858 0.232346224915157 0.0417033599028545 0.0791899926558132 0.242875862505229 0.177535128872633 0.0391233413898077 0.100659883355621 0.254410374389646 0.0402772203948368 0.0984146468736388 0.256655610871628 0.0449036164775517 0.0893968836541085 0.265673374091158 0.189110970061972 0.0418781763033412 0.106823772788421 0.271398167335523 0.0432147818736617 0.104222791704864 0.27399914841908 0.0473274701463587 0.096207223770774 0.28201471635317 0.198849451025776 0.0440066831541373 0.112383777284255 0.285315124767297 0.0455241867355981 0.10943029515106 0.288268606900492 0.0491724957757194 0.102319757822374 0.295379144229178 0.206800483437558 0.0453825383249829 0.117639765213958 0.295961201661158 0.047079935274507 0.114335162850969 0.299265804024146 0.0503466583291801 0.107967276452574 0.305633690422542 0.213247741802024 0.0476512729970844 0.119625996337983 0.306869487266066 0.049479412770683 0.116067215302831 0.310428268301218 0.0523226687405831 0.110525881668362 0.315969601935687 0.218964831691208 0.0489393135084983 0.122817689734547 0.31511197364787 0.0509182423203041 0.118964676656701 0.318964986725715 0.0534390719871171 0.114051293022431 0.323878370359986 0.223185318682676 0.0495710463421233 0.125807466381388 0.320563170983963 0.0516967568742573 0.121667300796911 0.32470333656844 0.0539574325990526 0.117259913776985 0.329110723588366 0.22655940796415 0.0511426000347944 0.126093883695729 0.327024932232571 0.0533722136263677 0.121751372873202 0.331367443055098 0.0553631742539086 0.117870061783093 0.335248754145207 0.230072944170396 0.052308902720617 0.12731933512528 0.332826553215512 0.0546610125494363 0.122737793583268 0.337408094757524 0.0563838284970059 0.119379091007559 0.340766797333233
0.200886433322098 0.0309455332104863 0.140137699946109 0.261635166698087 0.0325644357128932 0.13697843637304 0.264794430271155 0.0382371825075071 0.125891771846312 0.275881094797884 0.220074461582502 0.0342781727772107 0.152777014109587 0.287371909055417 0.0362217556216298 0.148984995406833 0.291163927758171 0.0409972506270684 0.139655063105407 0.300493860059597 0.234873696890376 0.0365919788925311 0.163034916970489 0.306712476810263 0.0388464926654194 0.158635860453639 0.311111533327113 0.0430223078131584 0.150477857698814 0.319269536081938 0.246037780463443 0.0379486827873094 0.171543158304537 0.320532402622348 0.040496707565811 0.166569803514545 0.32550575741234 0.0442604026581789 0.159215563351467 0.332859997575418 0.254590141393501 0.0403021117890821 0.175467599187226 0.333712683599776 0.0430318424667066 0.170141000859307 0.339039281927696 0.0463170649202949 0.163723555872 0.345456726915003 0.26217299606875 0.0420730613556212 0.179570673227065 0.344775318910436 0.044992707987156 0.173873956726517 0.350472035410984 0.0478342160168015 0.168324022711606 0.356021969425894 0.269779108690458 0.0437947364045556 0.183794161344368 0.355764056036549 0.0469144323976687 0.177707481181542 0.361850736199375 0.0492791019018715 0.173089438466624 0.366468778914293 0.276946735679106 0.0451739148822224 0.188254390246335 0.365639081111878 0.0485084477782798 0.181748329998183 0.37214514136003 0.0504413017159559 0.177973696793097 0.375919774565115 0.282988131203975 0.0466228820484947 0.191450311555054 0.374525950852896 0.0501514564248766 0.184565674076964 0.381410588330986 0.0516835088795941 0.181573921026599 0.384402341381351 0.288894673328085 0.0481673201831497 0.194322325726663 0.383467020929507 0.0518862967542072 0.187066548755322 0.390722797900848 0.0530565496371197 0.184781507200548 0.393007839455622
0.175888568733846 0.0300734834281068 0.116852776558292 0.234924360909399 0.0314154028811804 0.114234080025438 0.237543057442254 0.038283824030879 0.100808688878032 0.250968448589659 0.19527678171239 0.0328587720123002 0.130777274907784 0.259776288516996 0.0345475075646381 0.127481046633324 0.263072516791455 0.0405230327631584 0.115801160384978 0.274752403039801 0.208709497123007 0.0347322236352583 0.140537476279015 0.276881517966998 0.0367028953778364 0.136690024463376 0.280728969782637 0.0420426052755562 0.126252229950494 0.291166764295519 0.219073651570573 0.0361710644043617 0.148082424678631 0.290064878462516 0.038392645674696 0.143744151566453 0.294403151574694 0.0432811025946135 0.134187527569958 0.303959775571188 0.226923354174039 0.0377546130740644 0.152823584106897 0.30102312424118 0.0401641075721452 0.148118379858954 0.305728328489124 0.0446828397271609 0.139285055136263 0.314561653211814 0.233105893966738 0.0386092287448146 0.157335732567715 0.30887605536576 0.0412212540890489 0.152233658710253 0.313978129223222 0.0454966151536553 0.14387463984236 0.322337148091115 0.238483953338096 0.0400793481692177 0.159827360332262 0.317140546343931 0.042850239268142 0.154415167607826 0.322552739068367 0.0468420351188829 0.146611074479814 0.330356832196379 0.242316911656082 0.0411202601729418 0.16162069405777 0.323013129254395 0.0440463399044112 0.155904713456815 0.32872910985535 0.0478291417251038 0.148508743073996 0.336125080238169 0.245234857788753 0.0425208451636098 0.161788663838908 0.328681051738597 0.0455603455873898 0.15585137253857 0.334618343038935 0.0491591119676641 0.148815648804625 0.341654066772881 0.246861779234344 0.0439674501625845 0.160573982992239 0.33314957547645 0.0470906338578398 0.15447374220752 0.339249816261168 0.050567698918235 0.147676558336405 0.346047000132284
0.168380045161341 0.0360121932340606 0.0975946421308057 0.239165448191877 0.036953740067 0.0957644061169041 0.240995684205779 0.0420978045374787 0.0857430781538261 0.251017012168857 0.180297578763253 0.0357399670669517 0.110074759121658 0.250520398404848 0.0369173926309152 0.107783196010943 0.252811961515563 0.0418427444071639 0.0981791419993909 0.262416015527115 0.190518833417201 0.036783707372554 0.118254914297191 0.262782752537211 0.0381536841945524 0.115587433923239 0.265450232911163 0.0428365827432788 0.106453668042066 0.274583998792336 0.199306290918845 0.0373507256146775 0.125940257547593 0.272672324290096 0.0389139285000015 0.12289499481067 0.275717587027019 0.0434116707566036 0.114119200753802 0.284493381083887 0.206535136995212 0.0381616416707285 0.131583152371644 0.281487121618779 0.0398882535617062 0.128218561960086 0.284851712030337 0.0441902761101114 0.119823063108387 0.293247210882036 0.212410452418179 0.0386403639730246 0.136526987450022 0.288293917386336 0.0405237018563539 0.132855679380162 0.291965225456197 0.0446635068910597 0.124774705829036 0.300046199007323 0.217608506044734 0.0397741486380522 0.139498817636098 0.295718194453369 0.0417778411366036 0.135592781636924 0.299624230452543 0.045689109958692 0.127958120461806 0.307258891627661 0.222983071815999 0.0410162644458489 0.142434144123622 0.303531999508376 0.0431459860313789 0.138282350183543 0.307683793448456 0.0468031144416766 0.131144042326852 0.314822101305147 0.226980083375574 0.0418246333416398 0.144848262825573 0.309111903925576 0.0440801119661028 0.140450548292369 0.313509618458779 0.0475537746326563 0.13366963030131 0.320290536449839 0.230360984928585 0.0428275681452784 0.146260919202807 0.314461050654363 0.0451848652406095 0.141664445482066 0.319057524375104 0.0484845891852263 0.135223034281215 0.325498935575955
0.187990952360038 0.0273560998078917 0.134295982688058 0.241685922032019 0.0288400214373617 0.131398998999228 0.244582905720848 0.0355416785033437 0.118295009150121 0.257686895569956 0.203351355618269 0.0299105105920555 0.144635836397418 0.26206687483912 0.0316325328986164 0.141274979962791 0.265427731273748 0.0376351276194695 0.129541723164089 0.27716098807245 0.215296991148829 0.0315937004142583 0.153276410264115 0.277317572033542 0.0335377424465611 0.149482268982421 0.281111713315236 0.0389322969114799 0.13893873047214 0.291655251825517 0.225831482813766 0.0336143768235472 0.159838114187115 0.291824851440418 0.035749250207047 0.155672493302223 0.29599047232531 0.0405727107586113 0.146247702173981 0.305415263453551 0.235875570374895 0.035102428550708 0.16696152515505 0.304789615594741 0.0374649071495092 0.162351519704428 0.309399621045363 0.0418218497997821 0.153838574598429 0.317912566151362 0.244453432262471 0.0363045151616542 0.173182218657293 0.315724645867649 0.0388899758268917 0.168136415265406 0.320770449259536 0.0428311094736957 0.160435612936931 0.328471251588011 0.252185584635173 0.0374002852101583 0.17876585751469 0.325605311755655 0.0402006981263098 0.17329987857212 0.331071290698225 0.0437449992293511 0.166374199413927 0.337996969856418 0.259341815434858 0.0390360742113094 0.182706384372968 0.335977246496747 0.0420104850365041 0.176901626846948 0.341782004022767 0.0451414640118789 0.170784666595515 0.3478989642742 0.266599164682999 0.0399466061077912 0.188180289641181 0.345018039724817 0.0431500595536674 0.181927494699503 0.351270834666495 0.0459395087775878 0.176477275025791 0.356721054340206 0.27237804963747 0.0409728551553096 0.191946324117136 0.352809775157804 0.0443718370189484 0.185311364424236 0.359444734850705 0.0469041341406022 0.180363430705346 0.364392668569595
0.107337128287195 0.0326356580868357 0.0431982126897002 0.17147604388469 0.0331282154057568 0.0422404992010369 0.172433757373354 0.0398897075402535 0.0290594794015878 0.185614777172803 0.117592945863022 0.0341759986431236 0.0504423908693865 0.184743500856658 0.0348026569666236 0.049223040677423 0.185962851048621 0.041093577445917 0.0369551715333538 0.198230720192691 0.126246963918331 0.0361424365370736 0.0552394307683485 0.197254497068313 0.0368871337670258 0.0537899498783814 0.19870397795828 0.0426251461891914 0.0425999033848121 0.209894024451849 0.132815737164694 0.0372781228844765 0.0595874510203878 0.206044023309 0.0381347523088075 0.0579193566765634 0.207712117652824 0.0435181273454895 0.0474184761254864 0.218212998203901 0.139508296845888 0.0383466159703233 0.0641894955336594 0.214827098158117 0.0393254454211241 0.0622827669896222 0.216733826702154 0.0443034048209855 0.0525710361340946 0.226445557557682 0.145333960749109 0.0393375524292874 0.0680756809549574 0.222592240543262 0.0404362173720807 0.0659349072315802 0.224733014266639 0.0450946212306939 0.0568452709344743 0.233822650563745 0.150609410308757 0.0405369733515892 0.0710011133958484 0.230217707221666 0.0417534924442889 0.0686301625303054 0.232588658087209 0.0460632114509549 0.0602200594112667 0.240998761206248 0.155905759153905 0.0414645314315082 0.0744837930161633 0.237327725291646 0.0428141585854008 0.0718526189709028 0.239958899336907 0.0467881328645944 0.0640963031960937 0.247715215111716 0.162222433502379 0.042834618047789 0.0781133341089631 0.246331532895795 0.0443242104054671 0.0752089065055628 0.249235960499195 0.0480027692356523 0.0680288231749042 0.256416043829854 0.166954277799871 0.043657174798414 0.0812392193843921 0.25266933621535 0.045284959425438 0.0780643030872693 0.255844252512472 0.0487949745704436 0.0712115438787086 0.262697011721033
0.163508909238448 0.03654987058803 0.0916692408376685 0.235348577639227 0.0374746465017828 0.0898714412199371 0.237146377256959 0.0430094984165363 0.0790872776055679 0.247930540871328 0.174791072468173 0.0394868550270516 0.0971793625395136 0.252402782396833 0.0405674585942941 0.095078506367908 0.254503638568439 0.045435325614704 0.0855959556822346 0.263986189254112 0.182721518190295 0.0416463143268748 0.100868774400121 0.264574261980469 0.0428662587208512 0.098496662814127 0.266946373566463 0.0471561682802294 0.0901406071685286 0.275302429212061 0.189260461357901 0.043580729763922 0.103608168418121 0.274912754297681 0.0449279882093893 0.100988225601005 0.277532697114797 0.0487457678044 0.0935522900802177 0.284968632635585 0.193972543517644 0.0454962325788887 0.104556119350876 0.283388967684412 0.0469454431851192 0.10173782633001 0.286207260705277 0.0504336236405649 0.094944434976079 0.293000652059208 0.198898353245228 0.0477758148688311 0.10499757388364 0.292799132606816 0.049322742915076 0.101989606511211 0.295807099979246 0.0525039441345657 0.0957953558947904 0.302001350595666 0.202351817729847 0.0490602379907547 0.105931763669028 0.298771871790667 0.0507119343665456 0.102719519334358 0.301984116125337 0.0536915700804467 0.0969172183975595 0.307786417062135 0.205597023309814 0.0504260745274756 0.10649570476606 0.304698341853567 0.052178483442211 0.103087236976101 0.308106809643527 0.0549222543154698 0.0977440983281109 0.313449948291516 0.207661080200753 0.0511537817363356 0.107137789148897 0.308184371252608 0.0530077533488282 0.103530867568578 0.311791292832927 0.0555736366975695 0.098533233161499 0.316788927240006 0.210069596177055 0.0516125453668106 0.108654601719032 0.311484590635078 0.0535831797700713 0.104819555428779 0.315319636925331 0.0559930213401569 0.100124727395441 0.320014464958669
0.192432532814007 0.0266638373045847 0.1400990500575 0.244766015570513 0.0281495081118803 0.137198212915462 0.247666852712551 0.034212718664877 0.125342157818628 0.259522907809386 0.203691162871095 0.0284422141545791 0.147863988871526 0.259518336870663 0.0301078119621458 0.144612282262802 0.262770043479387 0.0359378660681048 0.133213894518165 0.274168431224025 0.212782720577345 0.0304208384512592 0.153063715925821 0.272501725228869 0.0322211328714905 0.149550320930582 0.276015120224109 0.0377759468807035 0.138693523752088 0.286871917402603 0.221922846205234 0.0318723324659728 0.159352368958365 0.284493323452103 0.0338386357065972 0.155515258262983 0.288330434147486 0.0390941356932627 0.145244604714673 0.298601087695795 0.23000123174937 0.0330644671942814 0.165091101515419 0.294911361983321 0.0352029645402338 0.16091774508434 0.299084718414401 0.0401569792928776 0.151236455710317 0.308766007788424 0.236904197611127 0.0339078084029107 0.17034241759941 0.303465977622844 0.0362251965320958 0.165819105631986 0.307989289590269 0.0409093240189124 0.156664396721489 0.317143998500765 0.241473074989176 0.0351258408786066 0.172518472631884 0.310427677346467 0.0375633081878943 0.167761069010906 0.315185080967445 0.0419543515207229 0.159180009184753 0.323766140793598 0.245876001059829 0.035676610980265 0.175846239435903 0.315905762683756 0.038274473717666 0.170774493728137 0.320977508391522 0.0424028208225322 0.162705571702202 0.329046430417457 0.250020433519751 0.0369817466462758 0.177425320848236 0.322615546191265 0.0396911292043038 0.17213651078009 0.327904356259411 0.0435038249481268 0.16468561613152 0.335355250907982 0.25389401172961 0.0382675783166241 0.178771064309252 0.329016959149968 0.0410801782562384 0.173281481555688 0.334506541903532 0.0445845625056934 0.166434131345028 0.341353892114193
