estimate std_1 lowerCI_1 upperCI_1 std_2 lowerCI_2 upperCI_2 std_3 lowerCI_3 upperCI_3
0.278336679562226 0.044610631357582 0.190820570993387 0.365852788131066 0.0488854103024107 0.18246159114001 0.374211767984443 0.0461236857242419 0.187862748399049 0.368810610725404
0.277824433669385 0.060227223789899 0.159497030856068 0.396151836482701 0.0636726713636919 0.152787877467868 0.402860989870901 0.0606656438307908 0.158643879621207 0.397004987717562
0.227558579275117 0.0563681166746164 0.116821486912646 0.338295671637589 0.0587600689887814 0.112163623112543 0.342953535437692 0.0585722457931533 0.112529550053926 0.342587608496309
0.282176297768637 0.04646864006058 0.19099144967307 0.373361145864203 0.0506746764317278 0.182772517256325 0.381580078280948 0.0501894440380626 0.183721114796192 0.380631480741082
0.256263362790257 0.0455599746386145 0.166867382203888 0.345659343376627 0.0492492155774794 0.159657472486406 0.352869253094109 0.0497243980720866 0.158728383244866 0.353798342335648
0.239397794627477 0.0878825609350677 0.0663864046518588 0.412409184603096 0.0896191010703303 0.0630266836989484 0.415768905556006 0.0895370862524937 0.0631854362864822 0.415610152968472
0.280527745762121 0.0447075931608683 0.192809117966824 0.368246373557419 0.0491629658378852 0.184099921429955 0.376955570094288 0.0479524578607373 0.186467017491026 0.374588474033217
0.152632356659838 0.0608565386308918 0.0329869117016015 0.272277801618075 0.0619706715792602 0.0308228623780974 0.274441850941579 0.0638532935344399 0.0271630788847167 0.27810163443496
0.22704597114074 0.0582379821564557 0.112573338565481 0.341518603715998 0.060353719671204 0.108460008546924 0.345631933734556 0.0611747920222962 0.106862486164088 0.347229456117392
0.293653290587836 0.0431644046997781 0.208964712995166 0.378341868180505 0.0477645903118791 0.199971566044781 0.387335015130891 0.0458010831736156 0.203811257373821 0.38349532380185
0.303681613154811 0.0432344452618251 0.218881302492078 0.388481923817543 0.0485457932149783 0.20848957265521 0.398873653654411 0.0468364595545269 0.211834802346509 0.395528423963112
0.199541381451087 0.0465003675668387 0.108239507846097 0.290843255056078 0.0485292675225962 0.104282556961858 0.294800205940317 0.0506950620881603 0.100055288804789 0.299027474097386
0.268837544752751 0.0430195551516509 0.184442011870312 0.353233077635189 0.046756797935624 0.177134581682121 0.36054050782338 0.0459382855502328 0.178735496714479 0.358939592791022
0.148728282503612 0.0784017019718721 -0.0055655479349655 0.30302211294219 0.0792426823037287 -0.00719391234678105 0.304650477354005 0.0804172656862114 -0.00946961079632722 0.306926175803551
0.279873181796546 0.0390191871544203 0.203352674968759 0.356393688624333 0.0435292787712575 0.194525458165041 0.365220905428051 0.044166283633663 0.193278312879898 0.366468050713193
0.312321072649929 0.0414208465589674 0.231094460280891 0.393547685018967 0.0472433647599712 0.219696640095097 0.404945505204761 0.0449293084810792 0.224227366478627 0.400414778821231
0.182126011104496 0.0736560776259407 0.0371923276775271 0.327059694531465 0.0748632863684488 0.0348535271441427 0.329398495064849 0.0759855180919946 0.0326778136088763 0.331574208600116
0.149590426604426 0.110315743670308 -0.0676688279975954 0.366849681206447 0.111092914083568 -0.0691701546263672 0.368351007835218 0.11105739800412 -0.0691015316926978 0.368282384901549
0.296694946471897 0.0601032249355295 0.178590504520532 0.414799388423262 0.0638511252197457 0.171295392014334 0.422094500929461 0.0625359764915537 0.173856647689412 0.419533245254383
0.24872796175005 0.0758850856767671 0.0994786576539766 0.397977265846124 0.0782484904116621 0.0948921244794673 0.402563799020633 0.0766694669294475 0.0979570818162363 0.399498841683864
0.317778942657257 0.0449450339311867 0.229571878951598 0.405986006362915 0.0498008907066697 0.220085453002965 0.415472432311548 0.0489136645858531 0.221819638918129 0.413738246396384
0.250290880819335 0.0488125121090133 0.154449091930222 0.346132669708448 0.0518662835745586 0.148492328462662 0.352089433176008 0.0525894271644096 0.147080801377401 0.353500960261269
0.233961519635989 0.0433220491970336 0.148964103889912 0.318958935382066 0.0465858411208125 0.14258439048445 0.325338648787529 0.047708941648152 0.140388025025278 0.327535014246701
0.27245711999894 0.045871327747144 0.182445911792589 0.362468328205291 0.0500419568070693 0.174295795375581 0.370618444622299 0.0499253066429055 0.174523856543238 0.370390383454642
0.308158192646709 0.040987520857382 0.227769791052704 0.388546594240714 0.0461324728347427 0.217702107738506 0.398614277554912 0.0442889754775703 0.221310334613472 0.395006050679946
0.263453115211533 0.0512534959713421 0.162814043090151 0.364092187332916 0.0547301113917936 0.156032961052464 0.370873269370603 0.0527553167363713 0.159885838138341 0.367020392284726
0.340163846699107 0.0820182271850045 0.178761323762854 0.50156636963536 0.0856195886763856 0.171781732383664 0.50854596101455 0.0829742140497716 0.176909937214392 0.503417756183822
0.267573036400691 0.0546624947953242 0.160191097067277 0.374954975734105 0.0578030269996482 0.1540737284119 0.381072344389483 0.0569158563013155 0.155802672936368 0.379343399865015
0.263863109993881 0.0445143099217146 0.176527482964044 0.351198737023718 0.0485239957394509 0.168688995121521 0.359037224866242 0.0485240376834104 0.168688913091531 0.359037306896232
0.285452350471264 0.0445781117039312 0.197985867399808 0.37291883354272 0.0490023513661324 0.189338016802218 0.381566684140309 0.0488923503024101 0.189553130836687 0.381351570105841
0.273846822997355 0.0516832274387559 0.172352762432511 0.375340883562199 0.0553347806851511 0.165232368108702 0.382461277886007 0.0547253428872313 0.166421418795194 0.381272227199516
0.312817539292485 0.0454769667730323 0.223572431626593 0.402062646958376 0.050484570753212 0.213787844765025 0.411847233819945 0.0491087187220279 0.216477391079765 0.409157687505205
0.291648382193061 0.0458035446224679 0.20175585866288 0.381540905723242 0.0502781121940014 0.193014987031466 0.390281777354656 0.0485955520780768 0.196303043956051 0.386993720430071
0.292525416760689 0.0555340635267028 0.183384366752021 0.401666466769357 0.058944508642737 0.17674866736352 0.408302166157858 0.0585775355396054 0.177463224661408 0.40758760885997
0.172522908458264 0.0726534443311928 0.0296114357459844 0.315434381170544 0.0740661580185289 0.026871511901114 0.318174305015415 0.074329474943814 0.026360572112116 0.318685244804413
0.232215041280683 0.0522975920383636 0.129480838414909 0.334949244146458 0.0548284307447841 0.124551336524109 0.339878746037258 0.055443859584363 0.123351784659382 0.341078297901985
0.169994857701638 0.0743213643277147 0.0238018462327354 0.31618786917054 0.0755565052758747 0.021406495139413 0.318583220263862 0.0747686206318765 0.022934663088039 0.317055052315236
0.190263937686021 0.0418254729029132 0.108182109656689 0.272345765715354 0.0438767499717574 0.104175803882122 0.276352071489921 0.0484214632307562 0.0952917187656562 0.285236156606386
0.275378178126251 0.0425635244102534 0.191895822021359 0.358860534231143 0.0471690711220981 0.182884877365884 0.367871478886619 0.0463078376401636 0.184570383049111 0.366185973203392
0.312131644966754 0.0534183057114941 0.207245740337471 0.417017549596036 0.0581888311508417 0.197938296568972 0.426324993364535 0.0551434844236685 0.203881582168032 0.420381707765475
0.264062030034303 0.0470742139564011 0.171656226204615 0.356467833863991 0.0505473643538922 0.164876332807019 0.363247727261587 0.0510903878154817 0.163815649740969 0.364308410327637
0.214744488592588 0.0438247529690107 0.128752364699109 0.300736612486067 0.0464327709786396 0.123656235679552 0.305832741505624 0.0488255954957831 0.118977828969266 0.310511148215909
0.207366587535512 0.0466995938108948 0.115678874401494 0.29905430066953 0.0490116627110826 0.111168691410953 0.303564483660071 0.0509621524504306 0.107360940492895 0.307372234578128
0.200187897758554 0.0561209350590068 0.0899118537385122 0.310463941778596 0.0580113616669994 0.0862333534626217 0.314142442054487 0.0592543226741191 0.0838129110592599 0.316562884457848
0.329598151792611 0.0589514929475926 0.213748912565946 0.445447391019276 0.0633879247336446 0.205113770678792 0.45408253290643 0.0595853138999363 0.212516353900705 0.446679949684517
0.290236950401101 0.0481727729616382 0.195685811998164 0.384788088804038 0.0524553272824146 0.187322468906979 0.393151431895223 0.0506994830386438 0.190752667478114 0.389721233324089
0.275824987797659 0.0569510772824517 0.16392825994199 0.387721715653327 0.0603401740913721 0.157329597944453 0.394320377650864 0.0592680357678913 0.159418161303361 0.392231814291957
0.29241685617483 0.0402715608055732 0.213439355614012 0.371394356735647 0.0453485380919536 0.203502662084635 0.381331050265024 0.0446846187977839 0.204802440247517 0.380031272102142
0.209705302217971 0.077673084284618 0.0568354715199108 0.36257513291603 0.079174664137382 0.0539279669861529 0.365482637449788 0.0801463925384907 0.0520450010466825 0.367365603389259
0.299561782971449 0.0422032807703309 0.216781076525642 0.382342489417256 0.0472382499567448 0.206931033156774 0.392192532786123 0.0450256814560049 0.211260542633802 0.387863023309095
0.280354233635498 0.0416091809157743 0.198749066206419 0.361959401064576 0.0461325513818225 0.189897455331153 0.370811011939843 0.0454459021156343 0.191241484106047 0.369466983164949
0.233934002338209 0.0558368512776518 0.124226151942191 0.343641852734226 0.0583572259944829 0.119319848952254 0.348548155724163 0.0598587492301438 0.116394285111672 0.351473719564745
0.273094082289668 0.0659709185551538 0.143350274029135 0.402837890550202 0.0689232297070327 0.137618606815526 0.408569557763811 0.0687257009179423 0.138002384512423 0.408185780066914
0.269050799280365 0.0515360501657369 0.167810045904462 0.370291552656267 0.0549498054456239 0.161159905940303 0.376941692620426 0.0551226736018368 0.160822888419603 0.377278710141127
0.194434919429057 0.0463115140185773 0.103506507091793 0.285363331766321 0.0483474236714176 0.0995355503355801 0.289334288522533 0.0508655541024449 0.0946199401212577 0.294249898736856
0.233269996268712 0.0472930612496294 0.140407229177616 0.326132763359808 0.0500793561649188 0.134973081125192 0.331566911412232 0.05117012836513 0.132844185351164 0.33369580718626
0.212910894318627 0.048352479151171 0.117975366093004 0.30784642254425 0.0507347492520448 0.113328604095049 0.312493184542205 0.0512458769572238 0.11233108622525 0.313490702412004
0.21217855109976 0.0748515327511904 0.0648905430594608 0.359466559140058 0.0764134425110533 0.0618643709123391 0.36249273128718 0.0770829728527199 0.060566300241764 0.363790801957755
0.336730101057658 0.045413518955051 0.247639751018606 0.42582045109671 0.0513842000775223 0.235962684031001 0.437497518084316 0.0475467943335705 0.243469102459456 0.429991099655861
0.240534225496965 0.0465624717025056 0.149149401003909 0.331919049990021 0.0497312461981204 0.142960983648049 0.338107467345881 0.0495225209172916 0.143368783389726 0.337699667604205
0.203317818755383 0.0467736312173794 0.111471559347709 0.295164078163058 0.0489415279243867 0.10724441715613 0.299391220354637 0.0506797073742549 0.103852562592416 0.30278307491835
0.308896590227354 0.0571959532751855 0.19655025434725 0.421242926107458 0.0616308820135663 0.187907102213362 0.429886078241345 0.0585130437727569 0.193984977271078 0.423808203183629
0.22795797279815 0.0643811295262419 0.101356835951262 0.354559109645038 0.0665596785384385 0.0971266780073087 0.358789267588991 0.0667809387028167 0.0966967620971584 0.359219183499141
0.309723266008754 0.0467659778220313 0.217951500709449 0.401495031308058 0.0518763429718891 0.207965384111278 0.411481147906229 0.0486835343201637 0.214205911880535 0.405240620136972
0.288972680666587 0.0544941370644987 0.181927084840246 0.396018276492927 0.0582005279579576 0.174705615560674 0.403239745772499 0.056077533492819 0.178843419991058 0.399101941342115
0.170803506223482 0.0574606259957842 0.0578434564616235 0.283763555985341 0.058811312284989 0.0552190872457244 0.28638792520124 0.059938449490789 0.0530275119190463 0.288579500527918
0.217888434614587 0.0584368935325319 0.103046063376294 0.33273080585288 0.0605510449228423 0.0989336646954653 0.336843204533708 0.0608450013684893 0.0983615266304674 0.337415342598706
0.253993072327906 0.0464522401824092 0.162814174441112 0.3451719702147 0.049800180215918 0.156277654095837 0.351708490559976 0.0495584237157124 0.156749884860212 0.351236259795601
0.277923968236648 0.041388528140185 0.196726716695396 0.3591212197779 0.0454987588470856 0.188689925327129 0.367158011146166 0.0462567145657755 0.187207171880363 0.368640764592932
0.301416983271986 0.0440201005518763 0.215054264002118 0.387779702541853 0.0488905234680426 0.20553136233938 0.397302604204591 0.0469509838165676 0.209324782684249 0.393509183859722
0.251311839384121 0.0617369814426102 0.129934453027606 0.372689225740636 0.064218867191285 0.125112027843787 0.377511650924454 0.06363637957754 0.126244417373583 0.376379261394659
0.240233043696058 0.0452399526554293 0.151452660304758 0.329013427087358 0.0485584909415766 0.144969845057836 0.335496242334281 0.0503228185105312 0.141521005863325 0.338945081528792
0.255048601233193 0.0434453946257085 0.169791946433368 0.340305256033019 0.0470753556390221 0.162699898500794 0.347397303965592 0.0477948414834346 0.161293415170359 0.348803787296028
0.249628151708017 0.0442995660227968 0.162697444040509 0.336558859375526 0.047664357794495 0.156123333253386 0.343132970162649 0.0483849395642744 0.154714737786174 0.344541565629861
0.179360458231783 0.045850276603027 0.0893034269377606 0.269417489525806 0.0475501116258494 0.0859917387377976 0.272729177725769 0.0527194574355802 0.0759059382565493 0.282814978207017
0.203845735706529 0.0495556036859744 0.106550104984884 0.301141366428173 0.0518128851479977 0.102147024219449 0.305544447193608 0.0547172832379289 0.0964767799869878 0.311214691426069
0.27757386264081 0.0493976216971381 0.180575193682468 0.374572531599151 0.0531266205745404 0.173302080155404 0.381845645126216 0.0518582983145275 0.175776983927248 0.379370741354371
0.257502959292194 0.0481186265423964 0.163031177843489 0.3519747407409 0.0514750280725013 0.156482289880169 0.358523628704219 0.0517263528742593 0.15599161253444 0.359014306049949
0.318189975885963 0.0444175396411739 0.231079945145364 0.405300006626561 0.0504694808916742 0.219235318703942 0.417144633067983 0.046103900284538 0.227780375389848 0.408599576382077
0.187546028459337 0.130526689866459 -0.0696132295461341 0.444705286464808 0.131460406326 -0.0714149195977185 0.446506976516392 0.130297912042614 -0.0691719080306566 0.44426396494933
0.234196662283039 0.0596258008231099 0.117050802373576 0.351342522192502 0.061938356691142 0.112548721256323 0.355844603309755 0.0604998941893195 0.115349669996768 0.35304365456931
0.235187063446165 0.0527865061053681 0.131530064275701 0.33884406261663 0.0553738303151546 0.126485448477789 0.343888678414542 0.0554141337123773 0.126406828663398 0.343967298228933
0.226232512139483 0.0370485395472662 0.153582786054781 0.298882238224186 0.0405971024365171 0.146636355239766 0.305828669039201 0.0433728159808823 0.14120097115192 0.311264053127047
0.24381597629704 0.0428105850168582 0.159838093142808 0.327793859451272 0.0463895034498051 0.152838683318805 0.334793269275275 0.0473528037386901 0.150953972809933 0.336677979784147
