estimate0 std_10 lowerCI_10 upperCI_10 std_20 lowerCI_20 upperCI_20 std_30 lowerCI_30 upperCI_30 estimate0.005 std_10.005 lowerCI_10.005 upperCI_10.005 std_20.005 lowerCI_20.005 upperCI_20.005 std_30.005 lowerCI_30.005 upperCI_30.005 estimate0.01 std_10.01 lowerCI_10.01 upperCI_10.01 std_20.01 lowerCI_20.01 upperCI_20.01 std_30.01 lowerCI_30.01 upperCI_30.01 estimate0.015 std_10.015 lowerCI_10.015 upperCI_10.015 std_20.015 lowerCI_20.015 upperCI_20.015 std_30.015 lowerCI_30.015 upperCI_30.015 estimate0.02 std_10.02 lowerCI_10.02 upperCI_10.02 std_20.02 lowerCI_20.02 upperCI_20.02 std_30.02 lowerCI_30.02 upperCI_30.02 estimate0.025 std_10.025 lowerCI_10.025 upperCI_10.025 std_20.025 lowerCI_20.025 upperCI_20.025 std_30.025 lowerCI_30.025 upperCI_30.025 estimate0.03 std_10.03 lowerCI_10.03 upperCI_10.03 std_20.03 lowerCI_20.03 upperCI_20.03 std_30.03 lowerCI_30.03 upperCI_30.03
0.214121141377296 0.0319061102649562 0.151503296104442 0.276738986650149 0.0338509121017698 0.147705076021255 0.280537206733336 0.0392618502279829 0.137124808093466 0.291117474661125 0.231611976944332 0.0366540455642337 0.159658403789008 0.303565550099656 0.0389319646226677 0.155212486767269 0.308011467121395 0.041909252985493 0.149395824270423 0.313828129618242 0.229017575377082 0.0394071072320517 0.151643875063108 0.306391275691056 0.0416749369685144 0.147220250740599 0.310814900013565 0.0437616852971799 0.143146132475263 0.314889018278901 0.222035195125575 0.0395240194359256 0.144445455419965 0.299624934831184 0.0418366770289392 0.139932224389564 0.304138165861585 0.0434077420156937 0.136863960014587 0.307206430236562 0.213869085681923 0.0395165934179268 0.136305007512609 0.291433163851236 0.0418163177795663 0.131815291929898 0.295922879433948 0.0432347197035512 0.129044364338602 0.298693807025244 0.205839154328194 0.041749960629857 0.123874268060482 0.287804040595906 0.0439278167761397 0.119625091412781 0.292053217243608 0.0451731427370742 0.117193734598359 0.29448457405803 0.200356794875564 0.0427744363143033 0.116381568407685 0.284332021343443 0.0449384881755957 0.112159251461968 0.288554338289161 0.0460194002760639 0.110048955944576 0.290664633806553
0.204184246474358 0.0355862382819922 0.134326835430013 0.274041657518703 0.0374217304983427 0.130744721690743 0.277623771257973 0.0403695246592745 0.124986357934587 0.283382135014128 0.20010857231477 0.0359521413421779 0.129549813260223 0.270667331369318 0.0379304369422212 0.125686378239626 0.274530766389915 0.0401774037933959 0.121295089081519 0.278922055548022 0.222390296247246 0.041634156826102 0.140669830062689 0.304110762431804 0.0441851686983698 0.135689416012002 0.30909117648249 0.0454337269167038 0.133250280736018 0.311530311758475 0.232141965140528 0.0443028415901651 0.145182616266053 0.319101314015004 0.0471908445248185 0.139544251882623 0.324739678398434 0.0478700634374433 0.138217434914746 0.326066495366311 0.233979996988691 0.0456619222101793 0.144358446601479 0.323601547375903 0.0487682118232026 0.138292808609142 0.329667185368239 0.0489905764877814 0.137858383380036 0.330101610597345 0.237797767098333 0.0465308882179539 0.146483029465424 0.329112504731241 0.0499358074242559 0.139831662421752 0.335763871774913 0.0498827600266251 0.139935333716522 0.335660200480144 0.2435755027713 0.0488490903304482 0.147708530134036 0.339442475408564 0.0525589821906436 0.140461857564341 0.346689147978259 0.052209650985892 0.14114451213011 0.34600649341249
0.18600922657973 0.0395933554977145 0.108239841198536 0.263778611960924 0.0410084291921119 0.105483171467683 0.266535281691777 0.0444724684356717 0.0987264500698241 0.273292003089636 0.193330234620789 0.0408402857447916 0.113124700740398 0.27353576850118 0.0424641973611813 0.109959600846091 0.276700868395487 0.0453184846666954 0.104390581505487 0.282269887736091 0.203697909930379 0.0444700238779648 0.116361648676182 0.291034171184575 0.0463493621086215 0.112698885323641 0.294696934537117 0.0483394451466452 0.108816908233954 0.298578911626804 0.205716591229647 0.0456225656723705 0.11613815482223 0.295295027637064 0.0477274798873052 0.112032869778506 0.299400312680789 0.0486007093781365 0.110328774276006 0.301104408183289 0.204271585709791 0.0475036196604637 0.111008698457103 0.297534472962479 0.0497369793030674 0.106651711132258 0.301891460287324 0.0500075098585115 0.106123699421977 0.302419471997605 0.20272865781649 0.0487029960131462 0.107118455651321 0.29833885998166 0.0510219894256868 0.1025934174639 0.30286389816908 0.051041862607802 0.102554623449952 0.302902692183028 0.203156445012575 0.0504435091512302 0.10413764185842 0.302175248166729 0.0528986986681059 0.0993457027901203 0.306967187235029 0.052652687714675 0.0998260246771055 0.306486865348044
0.278987075353407 0.0425992690551515 0.195343965972676 0.362630184734139 0.0457316022134839 0.189233532609758 0.368740618097057 0.0500385726664643 0.180820754195705 0.37715339651111 0.315466861319383 0.0493864047113674 0.218498281927454 0.412435440711313 0.0536433672878015 0.210192860570839 0.420740862067928 0.0545111541060778 0.208498381861781 0.422435340776985 0.325275051100955 0.0529817552705024 0.221256567062926 0.429293535138984 0.0579069896070845 0.211644585192272 0.438905517009638 0.0563193001852221 0.21474464985219 0.43580545234972 0.318531576161142 0.0540992096672792 0.212346563970822 0.424716588351463 0.0593814880527676 0.202030725657085 0.435032426665199 0.0562312143588497 0.208184636834429 0.428878515487855 0.299161145346938 0.05462819978639 0.191966108879496 0.40635618181438 0.0598735031765711 0.181715771440103 0.416606519253773 0.056433995094665 0.188438518755438 0.409883771938438 0.286180713573949 0.0553557662766646 0.177575059073955 0.394786368073943 0.0605709308449566 0.167379668639389 0.40498175850851 0.0571416809128116 0.174084769002466 0.398276658145433 0.281097073322022 0.0567946063818336 0.169675048834669 0.392519097809375 0.0620997127358952 0.159302316927559 0.402891829716485 0.0586190389930634 0.166108887964873 0.396085258679171
0.210715080360842 0.036084824784695 0.1398779606427 0.281552200078984 0.0380661403621376 0.136011300314074 0.285418860407609 0.042557155959715 0.127236262669354 0.294193898052329 0.210071797205864 0.0367614675434655 0.137931722836716 0.282211871575011 0.0389792221530132 0.133599353247116 0.286544241164612 0.0425827617942537 0.12655393668831 0.293589657723418 0.202777813427519 0.038404548020153 0.127419667805998 0.27813595904904 0.0406631940687668 0.123006465995861 0.282549160859176 0.044077626231705 0.116329990134579 0.289225636720458 0.197831013933385 0.040355099052211 0.118636725390796 0.277025302475975 0.0425756197720382 0.11429941218406 0.281362615682711 0.0456738830858002 0.108243080323036 0.287418947543734 0.188815206031881 0.0424592397476735 0.105483219606737 0.272147192457025 0.0445816416265776 0.101338849507812 0.27629156255595 0.0472637407549709 0.0960977966739023 0.28153261538986 0.183568087130772 0.0436610492298889 0.0978808114776853 0.269255362783858 0.0457878284210065 0.0937274744393102 0.273408699822233 0.0477825411650144 0.0898297060133902 0.277306468248153 0.177881102104018 0.0441472778313259 0.0912512032651611 0.264511000942875 0.0462995520889796 0.0870465246380986 0.268715679569937 0.0477306417844244 0.0842494278353007 0.271512776372735
0.183732676262483 0.0365472631152658 0.111943993304426 0.255521359220541 0.0378961902000266 0.109316399047122 0.258148953477845 0.0417762405147737 0.101747482372352 0.265717870152615 0.186504724856402 0.036586068658997 0.114668765460045 0.258340684252759 0.0381612913355242 0.111596691375514 0.26141275833729 0.0417320261767774 0.104624878525081 0.268384571187723 0.215554026101941 0.0425991331176997 0.131908691325835 0.299199360878047 0.0447864069675386 0.127643035508243 0.303465016695638 0.0477561774677411 0.121845422240573 0.309262629963309 0.226464900122493 0.0451208521925264 0.137878452570229 0.315051347674756 0.0476860946316069 0.132873824814736 0.320055975430249 0.0501457452686755 0.1280709582241 0.324858842020886 0.231452697947194 0.0469038922708042 0.139370699583355 0.323534696311033 0.0496960031241113 0.133922522466019 0.328982873428369 0.0517220945300218 0.129965915920023 0.332939479974365 0.233575872268769 0.0493204311395033 0.13674401367009 0.330407730867449 0.0522470770116019 0.131034238581947 0.336117505955592 0.0538405698254113 0.127923070444442 0.339228674093096 0.236321837743003 0.0502064983369688 0.137763122420279 0.334880553065728 0.0533640588193371 0.131600511048613 0.341043164437394 0.0546296694463232 0.12912877962082 0.343514895865186
0.194881937481518 0.0271869827936911 0.141531352013501 0.248232522949536 0.0288405591058709 0.138300980039784 0.251462894923253 0.0343552972577983 0.127514565041428 0.262249309921608 0.240456074235403 0.0347939758442273 0.172156679389407 0.3087554690814 0.0372837846224994 0.167296334889826 0.313615813580981 0.0410970591487589 0.159843976281595 0.321068172189211 0.254252181181161 0.0367214440592757 0.182180954637338 0.326323407724984 0.0396917057470682 0.176379880358172 0.33212448200415 0.0416440725345406 0.172563785816456 0.335940576545866 0.255085201894314 0.0387265937741979 0.179075895573081 0.331094508215548 0.0418446960324222 0.172986652379242 0.337183751409387 0.0426494278889368 0.171414103684135 0.338756300104494 0.254026389250138 0.040985444734685 0.17357003087047 0.334482747629807 0.0441109206784437 0.167469252512785 0.340583525987492 0.0442395054787038 0.16721811319438 0.340834665305897 0.25524300139303 0.0417670038288835 0.173257484885433 0.337228517900628 0.045052495022712 0.166843214499272 0.343642788286789 0.0446098159613231 0.167707882909538 0.342778119876522 0.255808539222462 0.0424577427190567 0.172476751767324 0.339140326677601 0.0459434171920952 0.165669468934599 0.345947609510326 0.0448865679525309 0.167734220156256 0.343882858288669
0.14745126074939 0.0400659089756489 0.0687504337235377 0.226152087775242 0.041121611125812 0.0666943213843924 0.228208200114387 0.0453971062153383 0.0583556793214435 0.236546842177336 0.154045353280946 0.0400269059011748 0.075450416576946 0.232640289984946 0.041386758112801 0.0727988833970186 0.235291823164874 0.0432669401447293 0.0691300345922691 0.238960671969623 0.154016018640215 0.0413177155984723 0.0728922451315567 0.235139792148873 0.042805441416171 0.0699907368467458 0.238041300433683 0.0439541332021872 0.0677491476826731 0.240282889597756 0.155268624260827 0.0429262971275024 0.0709874548989092 0.239549793622744 0.0445208641166628 0.0678774456952009 0.242659802826453 0.0453278240911999 0.0663027653397193 0.244234483181934 0.15020700440817 0.0435581895980585 0.0646906861609243 0.235723322655417 0.0451848685755941 0.0615174649454797 0.238896543870861 0.0454500987922532 0.0609998696397746 0.239414139176566 0.145149827385791 0.0436425815856699 0.059479564733139 0.230820090038442 0.0453032645126192 0.0562387412281704 0.234060913543411 0.0451494945228132 0.0565389096907862 0.233760745080795 0.139079557148737 0.0432895192159032 0.0541179319374077 0.224041182360067 0.0449602932116371 0.0508557226217219 0.227303391675753 0.0444935011137599 0.0517673282907947 0.22639178600668
0.181526615617938 0.0402658391560712 0.102391814532792 0.260661416703084 0.0414648822936123 0.100059926351711 0.262993304884165 0.0458605993218415 0.0914959886320381 0.271557242603838 0.175693060972734 0.0380901342910139 0.10091048373149 0.250475638213979 0.039683493068114 0.0978023112553268 0.253583810690141 0.0407370210676617 0.0957459560233916 0.255640165922077 0.176462989405712 0.0402710302397695 0.097410218463343 0.25551576034808 0.0420651328408695 0.0939089450313014 0.259017033780122 0.0420581906476357 0.0939224979495806 0.259003480861842 0.181277624124014 0.0412503987067062 0.100324920440184 0.262230327807844 0.0433372045299774 0.096249106609368 0.26630614163866 0.0427671575883842 0.0973627599881564 0.265192488259872 0.181354726252417 0.0415707974822714 0.099789502570633 0.262919949934201 0.0438209133846355 0.09539223712557 0.267317215379264 0.0429169049961358 0.097159210093854 0.26555024241098 0.182426868329019 0.0429337066255483 0.0981926431202642 0.266661093537774 0.0453372265760207 0.0934947659742799 0.271358970683759 0.0441338230283867 0.095847269801112 0.269006466856927 0.186678780051216 0.0451062403740024 0.0981800260167351 0.275177534085698 0.047694560909991 0.0931212296862562 0.280236330416177 0.0462349028227951 0.0959744814817886 0.277383078620644
0.213004572673489 0.0297290661064073 0.154656401736021 0.271352743610958 0.0316073359863403 0.150988557034473 0.275020588312506 0.0365686707301341 0.141288197804414 0.284720947542565 0.230147809780925 0.034629504191511 0.162152481471128 0.298143138090722 0.0367355620402944 0.158044646540555 0.302250973021295 0.0408357739647228 0.150036371385979 0.310259248175871 0.252214295620917 0.036948970392054 0.179676039313103 0.324752551928731 0.0395886121034267 0.174524839547933 0.329903751693901 0.0431918853503496 0.167484934999811 0.336943656242023 0.275304843045741 0.0409025547617144 0.194998723413588 0.355610962677893 0.044093853588675 0.188771906544105 0.361837779547377 0.0467137322960938 0.183654642641617 0.366955043449865 0.283367919196042 0.0429326929584349 0.199080777721538 0.367655060670546 0.0464703251957846 0.192176925167247 0.374558913224837 0.0482857206640011 0.188630868759334 0.37810496963275 0.288283107655838 0.0445891675717213 0.200749487478725 0.375816727832951 0.048410731211793 0.193290115555604 0.383276099756072 0.0497082284473135 0.190755447426826 0.385810767884851 0.294233459933561 0.0473343594796241 0.201301330390683 0.387165589476439 0.0513771674464172 0.193412177743253 0.395054742123869 0.0520979591049887 0.192004530960889 0.396462388906233
